NPC显示类型	战斗站立	警戒站立	普通站立	行走	奔跑	被击	格档	闪避	击退	击倒	死亡	爬起	攻击1	攻击2	暴击
礼侠辛清冉	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
智侠百晓生	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
信侠梁尚玉	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
黄龙客	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
威天虫王	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
圣天蛇王	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
煞天猪王	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
昆仑剑客	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
水神祭祀	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
火神祭祀	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
无常侍从	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
通天妖道吴越老祖	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
无常书匣	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
武器架	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
盾牌架	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
绿树叶	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
飞鞋	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
旗杆1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
旗杆2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
旗杆3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
旗杆4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
紫色生门	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
蓝色生门	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
紫色死门	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
蓝色死门	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
紫色景门	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
蓝色景门	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
紫色灭门	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
蓝色灭门	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
紫色阵旗	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
蓝色阵旗	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
紫色败旗	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
蓝色败旗	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
大木人	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
楚风	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
耶律保图	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
峨嵋小师姐	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杨文超	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
莫惊风	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
华南幼崽	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
巨型雪猿	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
彩霞羽	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
灵鳌石	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
仙人菜	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
妖灵水晶	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
昆仑石	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
昆仑玉	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
及时雨宋江	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
智多星吴用	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
九纹龙史进	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小旋风柴进	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
醉半仙风一帆	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
大刀关胜	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
双鞭呼延灼	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
豹子头林冲	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
花和尚鲁智深	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
病关索杨雄	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
拚命三郎石秀	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一丈青扈三娘	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
双枪将董平	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
青面兽杨志	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
霹雳火秦明	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
神行太保戴宗	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
母夜叉孙二娘	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
张青	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
尸王	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小鸡	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小鸭	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小鹅	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小羊	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
水浒道具	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
水浒开关	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
吴仁迪	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小龙	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小凤	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小虎	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小鹰	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
中龙	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
中凤	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
中虎	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
中鹰	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
大龙	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
大凤	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
大虎	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
大鹰	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
BOSS龙	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
BOSS凤	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
BOSS虎	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
BOSS鹰	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
德意宝贝	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
桑巴宝贝	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
阿根宝贝	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
不列颠宝贝	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
比萨宝贝	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
爱菲尔宝贝	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
风车宝贝	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
斗牛宝贝	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
葡国宝贝	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
世界杯宠物1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
世界杯宠物2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
风筝蓝	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
风筝红	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
风筝黄	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
风筝绿	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
风筝七彩	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
水果树	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
四灵树1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
四灵树2_1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
四灵树2_2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
四灵树3_1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
四灵树3_2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
四灵树4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
齐天大圣	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
齐天大圣2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
白金树	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
火堆	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
田地1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
田地2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
田地3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
田地4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
运粮车	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
火船	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
指挥船	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
土狼王	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
青狼王	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
武当首席标准男	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
峨嵋首席性感女	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
五毒首席标准男	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
唐门首席标准男地	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
丐帮首席标准男	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杨门首席娇小女	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
城门机关	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
红印教主	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
东方不败	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
蓝旗刺客	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
黄旗刺客	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
红旗刺客	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
白旗刺客	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
黑旗刺客	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
蓝旗旗主	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
黄旗旗主	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
红旗旗主	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
白旗旗主	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
黑旗旗主	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
银剑	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小燕子信使	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
隐形人	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
李元旭	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
任盈盈	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
婉柔云	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
圣诞树	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
09大圣诞树	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
雪人	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
大红灯笼	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
红灯笼	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小驯鹿	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小金牛	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
圣诞大礼包	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
圣诞小礼包	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
红印教众1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
红印教众2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
红印教众3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
少阳弟子1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
文史弟子1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
隐形人阿亮	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
真纳娜	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
少林首席标准男	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
少林首席魁梧男	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
唐门首席魁梧男	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
唐门首席标准男	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
唐门首席性感女	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
唐门首席娇小女	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
峨嵋首席娇小女	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
丐帮首席魁梧男	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
丐帮首席性感女	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
丐帮首席娇小女	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
武当首席魁梧男	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
武当首席性感女	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
武当首席娇小女	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杨门首席魁梧男	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杨门首席标准男	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杨门首席性感女	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
五毒首席魁梧男	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
五毒首席性感女	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
五毒首席娇小女	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
昆仑首席标准男	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
昆仑首席魁梧男	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
明教首席魁梧男	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
明教首席标准男	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
明教首席性感女	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
明教首席娇小女	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
翠烟首席性感女	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
翠烟首席娇小女	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
叶子丘	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
韩丹心	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
铁面	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
绝情	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
冰心	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
地煞	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
天阴机关匠人	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
星字机关人	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
天阴教机关1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
天阴教机关2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
武林盟护卫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
少阳弟子11	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
文史弟子11	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
隐形人阿亮2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
天阴教机关11	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
隐形人阿亮3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
清溪1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
蓝旗圣旗	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
黄旗圣旗	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
红旗圣旗	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
白旗圣旗	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
黑旗圣旗	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
噬魂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小小金虎	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
玫瑰花红	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
玫瑰花黄	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
武当首席魁梧男地	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
峨嵋首席娇小女地	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
少林首席标准男地	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
唐门首席娇小女地	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
明教首席娇小女地	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
昆仑首席魁梧男地	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
明教首席标准男地	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
五毒首席魁梧男地	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
明教首席性感女地	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
丐帮首席娇小女地	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
婉清儿	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
逍遥标准男	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
逍遥魁梧男	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
逍遥性感女	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
逍遥娇小女	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
邮箱	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
摘星手迟东	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
铸月锤李壕	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
融日火谭娜	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小浣熊	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
五行使金大	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
五行使木大	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
五行使水大	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
五行使火大	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
五行使土大	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
镖车1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
镖车2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
镖车3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
镖车4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
镖车5	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
洛飞	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
秋若水	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杂兵标准	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杂兵魁梧	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杂兵性感	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杂兵娇小	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
隐形人1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
隐形人2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
隐形人3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
隐形人4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
隐形人5	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
隐形人6	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
隐形人7	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
隐形人8	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
隐形人9	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
隐形人10	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
剑无	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
柴火点	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
太虚古树1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
太虚古树2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
太虚古树3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
太虚树成长阶段	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
太虚树最终阶段	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
跟随玉麒麟2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
跟随小素仙	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
跟随小花圣	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
跟随吉祥小白虎	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杂兵性感大	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
跟随小牦牛	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
柴火点大	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
飞信白虎	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
飞信凤	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
飞信龙	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
飞信鹰	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小雪人	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
血侯萧炀	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
伏梦	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
毕堰	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
黑长老萧冉月	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
白长老毕天	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
通天老祖	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
万剑兵马俑统领	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
机关盘龙柱	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
天剑叶风	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
人剑叶梦	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
万剑魔剑奴	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
阵眼封印	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
黄金宝贝	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
嗜血魔人	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
巨石火人	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
旋转棍人	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
千年火麒麟	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
大鱼怪	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
玉修罗箫奕	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
修罗碎影	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
惊雷九龙吞云兽	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
业火九龙吞云兽	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
吞云小兽	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
避雷针	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
太一杨宗保	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
太一穆桂英	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
神兽辟邪	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
黑蘑菇	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
绿蘑菇	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
红蘑菇	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
蓝蘑菇	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
荒火鎏金	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
耶律飞鸿	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
太一伴随杨宗保	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
太一伴随穆桂英	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
菁菁姑娘	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
魅魔	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
荒火鎏金刀	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
隐形的女王	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
木质宝箱	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
黑铁宝箱	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
青铜宝箱	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
白银宝箱	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
黄金宝箱	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
钻石宝箱	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
世界BOSS宝箱	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
桃花岛主黄龙	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
西域苍狼霸王	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
玉山之灵天玖	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
幽泽之影冥武	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
完颜希尹	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
吴刚坐骑	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
坐骑分身	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小坐骑	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
宠物小浣熊	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
宠物霸王鳄	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
宠物胖傻鸟	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
恩怨台战旗	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
五行阵印	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
