Tªn trang søc	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	Phßng ngù (Néi, ngo¹i)	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	§¸nh gi¸ ®¼ng cÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
Nhµn V©n HiÖp §¹o Linh Phong ChØ	0	102	15249	10	0	0	100						915024	70	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_018a1.spr	\image\item\ring\ring_018a0.spr	§Ö tö Vâ §ang tôc gia th­êng ®eo khi h¹ s¬n		§· khãa		9	2	1	15	0					
Nhµn V©n HiÖp §¹o Linh Phong Hoµn	0	102	15259	10	0	0	100						915021	70	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	§Ö tö Vâ §ang tôc gia th­êng ®eo khi h¹ s¬n		§· khãa		9	2	1	15	0					
Nhµn V©n HiÖp §¹o Linh Phong Hoµn	0	102	15269	10	0	0	100						915022	70	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	§Ö tö Vâ §ang tôc gia th­êng ®eo khi h¹ s¬n		§· khãa		9	2	1	15	0					
Nhµn V©n HiÖp §¹o Linh Phong Hoµn	0	102	15279	10	0	0	100						915023	70	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	§Ö tö Vâ §ang tôc gia th­êng ®eo khi h¹ s¬n		§· khãa		9	2	1	15	0					
Nhµn V©n HiÖp §¹o Linh Phong Hoµn	0	102	15289	10	0	0	100						915024	70	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	§Ö tö Vâ §ang tôc gia th­êng ®eo khi h¹ s¬n		§· khãa		9	2	1	15	0					
HiÖu óy LÖnh	0	102	1711	5	2000	0	50						17011	50	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Qu©n lÖnh cña ®Ö tö cao cÊp D­¬ng M«n Th­¬ng Kş ®­îc th¨ng chøc hiÖu óy		§· khãa		6	2	1	17	0					
HiÖu óy LÖnh	0	102	1712	5	2000	0	50						17012	50	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Qu©n lÖnh cña ®Ö tö cao cÊp D­¬ng M«n Th­¬ng Kş ®­îc th¨ng chøc hiÖu óy		§· khãa		6	2	1	17	0					
HiÖu óy LÖnh	0	102	1713	5	2000	0	50						17013	50	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Qu©n lÖnh cña ®Ö tö cao cÊp D­¬ng M«n Th­¬ng Kş ®­îc th¨ng chøc hiÖu óy		§· khãa		6	2	1	17	0					
HiÖu óy LÖnh	0	102	1714	5	2000	0	50						17014	50	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Qu©n lÖnh cña ®Ö tö cao cÊp D­¬ng M«n Th­¬ng Kş ®­îc th¨ng chøc hiÖu óy		§· khãa		6	2	1	17	0					
PhÊn Vò T­íng Qu©n LÖnh Phï	0	102	1721	10	10000	0	100						17021	77	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî3a1.spr	\image\item\ring\½«¾ü½«Áî3a0.spr	®Ö tö D­¬ng M«n Th­¬ng Kş m· cÇm ®µn  khi trë thµnh PhÊn Vò T­íng Qu©n		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	17	0					
PhÊn Vò T­íng Qu©n LÖnh Phï	0	102	1722	10	10000	0	100						17022	77	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî3a1.spr	\image\item\ring\½«¾ü½«Áî3a0.spr	®Ö tö D­¬ng M«n Th­¬ng Kş m· cÇm ®µn  khi trë thµnh PhÊn Vò T­íng Qu©n		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	17	0					
PhÊn Vò T­íng Qu©n LÖnh Phï	0	102	1723	10	10000	0	100						17023	77	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî3a1.spr	\image\item\ring\½«¾ü½«Áî3a0.spr	®Ö tö D­¬ng M«n Th­¬ng Kş m· cÇm ®µn  khi trë thµnh PhÊn Vò T­íng Qu©n		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	17	0					
PhÊn Vò T­íng Qu©n LÖnh Phï	0	102	1724	10	10000	0	100						17024	77	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî3a1.spr	\image\item\ring\½«¾ü½«Áî3a0.spr	®Ö tö D­¬ng M«n Th­¬ng Kş m· cÇm ®µn  khi trë thµnh PhÊn Vò T­íng Qu©n		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	17	0					
PhÊn Vò T­íng Qu©n HiÖu Kú	0	102	1725	10	10000	0	100						17021	78	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	®Ö tö D­¬ng M«n Th­¬ng Kş m· cÇm ®µn  khi trë thµnh PhÊn Vò T­íng Qu©n		§· khãa		8	2	1	17	0					
PhÊn Vò T­íng Qu©n HiÖu Kú	0	102	1726	10	10000	0	100						17022	78	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	®Ö tö D­¬ng M«n Th­¬ng Kş m· cÇm ®µn  khi trë thµnh PhÊn Vò T­íng Qu©n		§· khãa		8	2	1	17	0					
PhÊn Vò T­íng Qu©n HiÖu Kú	0	102	1727	10	10000	0	100						17023	78	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	®Ö tö D­¬ng M«n Th­¬ng Kş m· cÇm ®µn  khi trë thµnh PhÊn Vò T­íng Qu©n		§· khãa		8	2	1	17	0					
PhÊn Vò T­íng Qu©n HiÖu Kú	0	102	1728	10	10000	0	100						17024	78	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	®Ö tö D­¬ng M«n Th­¬ng Kş m· cÇm ®µn  khi trë thµnh PhÊn Vò T­íng Qu©n		§· khãa		8	2	1	17	0					
PhÊn Vò T­íng Qu©n LÖnh Phï	0	102	17219	10	0	0	100						917021	70	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî3a1.spr	\image\item\ring\½«¾ü½«Áî3a0.spr	®Ö tö D­¬ng M«n Th­¬ng Kş m· cÇm ®µn  khi trë thµnh PhÊn Vò T­íng Qu©n		§· khãa		9	2	1	17	0					
PhÊn Vò T­íng Qu©n LÖnh Phï	0	102	17229	10	0	0	100						917022	70	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî3a1.spr	\image\item\ring\½«¾ü½«Áî3a0.spr	®Ö tö D­¬ng M«n Th­¬ng Kş m· cÇm ®µn  khi trë thµnh PhÊn Vò T­íng Qu©n		§· khãa		9	2	1	17	0					
PhÊn Vò T­íng Qu©n LÖnh Phï	0	102	17239	10	0	0	100						917023	70	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî3a1.spr	\image\item\ring\½«¾ü½«Áî3a0.spr	®Ö tö D­¬ng M«n Th­¬ng Kş m· cÇm ®µn  khi trë thµnh PhÊn Vò T­íng Qu©n		§· khãa		9	2	1	17	0					
PhÊn Vò T­íng Qu©n LÖnh Phï	0	102	17249	10	0	0	100						917024	70	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî3a1.spr	\image\item\ring\½«¾ü½«Áî3a0.spr	®Ö tö D­¬ng M«n Th­¬ng Kş m· cÇm ®µn  khi trë thµnh PhÊn Vò T­íng Qu©n		§· khãa		9	2	1	17	0					
PhÊn Vò T­íng Qu©n HiÖu Kú	0	102	17259	10	0	0	100						917021	70	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	®Ö tö D­¬ng M«n Th­¬ng Kş m· cÇm ®µn  khi trë thµnh PhÊn Vò T­íng Qu©n		§· khãa		9	2	1	17	0					
PhÊn Vò T­íng Qu©n HiÖu Kú	0	102	17269	10	0	0	100						917022	70	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	®Ö tö D­¬ng M«n Th­¬ng Kş m· cÇm ®µn  khi trë thµnh PhÊn Vò T­íng Qu©n		§· khãa		9	2	1	17	0					
PhÊn Vò T­íng Qu©n HiÖu Kú	0	102	17279	10	0	0	100						917023	70	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	®Ö tö D­¬ng M«n Th­¬ng Kş m· cÇm ®µn  khi trë thµnh PhÊn Vò T­íng Qu©n		§· khãa		9	2	1	17	0					
PhÊn Vò T­íng Qu©n HiÖu Kú	0	102	17289	10	0	0	100						917024	70	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	®Ö tö D­¬ng M«n Th­¬ng Kş m· cÇm ®µn  khi trë thµnh PhÊn Vò T­íng Qu©n		§· khãa		9	2	1	17	0					
§« óy LÖnh	0	102	1811	5	2000	0	50						18011	50	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Qu©n lÖnh cña ®Ö tö cao cÊp D­¬ng M«n Cung Kş ®­îc th¨ng chøc ®« óy		§· khãa		6	2	1	18	0					
§« óy LÖnh	0	102	1812	5	2000	0	50						18012	50	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Qu©n lÖnh cña ®Ö tö cao cÊp D­¬ng M«n Cung Kş ®­îc th¨ng chøc ®« óy		§· khãa		6	2	1	18	0					
§« óy LÖnh	0	102	1813	5	2000	0	50						18013	50	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Qu©n lÖnh cña ®Ö tö cao cÊp D­¬ng M«n Cung Kş ®­îc th¨ng chøc ®« óy		§· khãa		6	2	1	18	0					
§« óy LÖnh	0	102	1814	5	2000	0	50						18014	50	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî1a1.spr	\image\item\ring\½«¾ü½«Áî1a0.spr	Qu©n lÖnh cña ®Ö tö cao cÊp D­¬ng M«n Cung Kş ®­îc th¨ng chøc ®« óy		§· khãa		6	2	1	18	0					
PhÊn Oai T­íng Qu©n LÖnh Phï	0	102	1821	10	10000	0	100						18021	77	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî3a1.spr	\image\item\ring\½«¾ü½«Áî3a0.spr	®Ö tö D­¬ng M«n Cung Kş m· cÇm ®µn  khi trë thµnh PhÊn Oai T­íng Qu©n		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	18	0					
PhÊn Oai T­íng Qu©n LÖnh Phï	0	102	1822	10	10000	0	100						18022	77	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî3a1.spr	\image\item\ring\½«¾ü½«Áî3a0.spr	®Ö tö D­¬ng M«n Cung Kş m· cÇm ®µn  khi trë thµnh PhÊn Oai T­íng Qu©n		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	18	0					
PhÊn Oai T­íng Qu©n LÖnh Phï	0	102	1823	10	10000	0	100						18023	77	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî3a1.spr	\image\item\ring\½«¾ü½«Áî3a0.spr	®Ö tö D­¬ng M«n Cung Kş m· cÇm ®µn  khi trë thµnh PhÊn Oai T­íng Qu©n		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	18	0					
PhÊn Oai T­íng Qu©n LÖnh Phï	0	102	1824	10	10000	0	100						18024	77	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî3a1.spr	\image\item\ring\½«¾ü½«Áî3a0.spr	®Ö tö D­¬ng M«n Cung Kş m· cÇm ®µn  khi trë thµnh PhÊn Oai T­íng Qu©n		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	18	0					
PhÊn Oai T­íng Qu©n HiÖu Kú	0	102	1825	10	10000	0	100						18021	78	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì2a1.spr	\image\item\ring\½«¾üÁîÆì2a0.spr	®Ö tö D­¬ng M«n Cung Kş m· cÇm ®µn  khi trë thµnh PhÊn Oai T­íng Qu©n		§· khãa		8	2	1	18	0					
PhÊn Oai T­íng Qu©n HiÖu Kú	0	102	1826	10	10000	0	100						18022	78	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì2a1.spr	\image\item\ring\½«¾üÁîÆì2a0.spr	®Ö tö D­¬ng M«n Cung Kş m· cÇm ®µn  khi trë thµnh PhÊn Oai T­íng Qu©n		§· khãa		8	2	1	18	0					
PhÊn Oai T­íng Qu©n HiÖu Kú	0	102	1827	10	10000	0	100						18023	78	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì2a1.spr	\image\item\ring\½«¾üÁîÆì2a0.spr	®Ö tö D­¬ng M«n Cung Kş m· cÇm ®µn  khi trë thµnh PhÊn Oai T­íng Qu©n		§· khãa		8	2	1	18	0					
PhÊn Oai T­íng Qu©n HiÖu Kú	0	102	1828	10	10000	0	100						18024	78	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì2a1.spr	\image\item\ring\½«¾üÁîÆì2a0.spr	®Ö tö D­¬ng M«n Cung Kş m· cÇm ®µn  khi trë thµnh PhÊn Oai T­íng Qu©n		§· khãa		8	2	1	18	0					
PhÊn Oai T­íng Qu©n LÖnh Phï	0	102	18219	10	0	0	100						918021	70	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî3a1.spr	\image\item\ring\½«¾ü½«Áî3a0.spr	®Ö tö D­¬ng M«n Cung Kş m· cÇm ®µn  khi trë thµnh PhÊn Oai T­íng Qu©n		§· khãa		9	2	1	18	0					
PhÊn Oai T­íng Qu©n LÖnh Phï	0	102	18229	10	0	0	100						918022	70	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî3a1.spr	\image\item\ring\½«¾ü½«Áî3a0.spr	®Ö tö D­¬ng M«n Cung Kş m· cÇm ®µn  khi trë thµnh PhÊn Oai T­íng Qu©n		§· khãa		9	2	1	18	0					
PhÊn Oai T­íng Qu©n LÖnh Phï	0	102	18239	10	0	0	100						918023	70	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî3a1.spr	\image\item\ring\½«¾ü½«Áî3a0.spr	®Ö tö D­¬ng M«n Cung Kş m· cÇm ®µn  khi trë thµnh PhÊn Oai T­íng Qu©n		§· khãa		9	2	1	18	0					
PhÊn Oai T­íng Qu©n LÖnh Phï	0	102	18249	10	0	0	100						918024	70	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾ü½«Áî3a1.spr	\image\item\ring\½«¾ü½«Áî3a0.spr	®Ö tö D­¬ng M«n Cung Kş m· cÇm ®µn  khi trë thµnh PhÊn Oai T­íng Qu©n		§· khãa		9	2	1	18	0					
PhÊn Oai T­íng Qu©n HiÖu Kú	0	102	18259	10	0	0	100						918021	70	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì2a1.spr	\image\item\ring\½«¾üÁîÆì2a0.spr	®Ö tö D­¬ng M«n Cung Kş m· cÇm ®µn  khi trë thµnh PhÊn Oai T­íng Qu©n		§· khãa		9	2	1	18	0					
PhÊn Oai T­íng Qu©n HiÖu Kú	0	102	18269	10	0	0	100						918022	70	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì2a1.spr	\image\item\ring\½«¾üÁîÆì2a0.spr	®Ö tö D­¬ng M«n Cung Kş m· cÇm ®µn  khi trë thµnh PhÊn Oai T­íng Qu©n		§· khãa		9	2	1	18	0					
PhÊn Oai T­íng Qu©n HiÖu Kú	0	102	18279	10	0	0	100						918023	70	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì2a1.spr	\image\item\ring\½«¾üÁîÆì2a0.spr	®Ö tö D­¬ng M«n Cung Kş m· cÇm ®µn  khi trë thµnh PhÊn Oai T­íng Qu©n		§· khãa		9	2	1	18	0					
PhÊn Oai T­íng Qu©n HiÖu Kú	0	102	18289	10	0	0	100						918024	70	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÁîÆì2a1.spr	\image\item\ring\½«¾üÁîÆì2a0.spr	®Ö tö D­¬ng M«n Cung Kş m· cÇm ®µn  khi trë thµnh PhÊn Oai T­íng Qu©n		§· khãa		9	2	1	18	0					
Thóc MÖnh Ngäc Béi	0	102	2011	5	2000	0	50						20011	50	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_007a1.spr	\image\item\ring\ring_007a0.spr	§Ö tö cao cÊp Ngò §éc Tµ HiÖp th­êng ®eo khi luyÖn ®éc		§· khãa		6	2	1	20	0					
Thóc MÖnh Ngäc Béi	0	102	2012	5	2000	0	50						20012	50	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_007a1.spr	\image\item\ring\ring_007a0.spr	§Ö tö cao cÊp Ngò §éc Tµ HiÖp th­êng ®eo khi luyÖn ®éc		§· khãa		6	2	1	20	0					
Thóc MÖnh Ngäc Béi	0	102	2013	5	2000	0	50						20013	50	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_007a1.spr	\image\item\ring\ring_007a0.spr	§Ö tö cao cÊp Ngò §éc Tµ HiÖp th­êng ®eo khi luyÖn ®éc		§· khãa		6	2	1	20	0					
Thóc MÖnh Ngäc Béi	0	102	2014	5	2000	0	50						20014	50	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_007a1.spr	\image\item\ring\ring_007a0.spr	§Ö tö cao cÊp Ngò §éc Tµ HiÖp th­êng ®eo khi luyÖn ®éc		§· khãa		6	2	1	20	0					
H¾c V« Th­êng M·nh §éc HuyÕt Béi	0	102	2021	10	10000	0	100						20021	77	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	§Ö tö Ngò §éc Tµ HiÖp th­êng ®eo khi luyÖn ®éc.		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	20	0					
H¾c V« Th­êng M·nh §éc HuyÕt Béi	0	102	2022	10	10000	0	100						20022	77	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	§Ö tö Ngò §éc Tµ HiÖp th­êng ®eo khi luyÖn ®éc.		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	20	0					
H¾c V« Th­êng M·nh §éc HuyÕt Béi	0	102	2023	10	10000	0	100						20023	77	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	§Ö tö Ngò §éc Tµ HiÖp th­êng ®eo khi luyÖn ®éc.		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	20	0					
H¾c V« Th­êng M·nh §éc HuyÕt Béi	0	102	2024	10	10000	0	100						20024	77	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	§Ö tö Ngò §éc Tµ HiÖp th­êng ®eo khi luyÖn ®éc.		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	20	0					
M·nh §éc H¾c Hoµn	0	102	2025	10	10000	0	100						20021	78	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_012a1.spr	\image\item\ring\ring_012a0.spr	Gi¸o chñ Ngò §éc ban th­ëng cho ®Ö tö khi ®· ®Õn Tinh Th«ng §éc ThuËt.		§· khãa		8	2	1	20	0					
M·nh §éc H¾c Hoµn	0	102	2026	10	10000	0	100						20022	78	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_012a1.spr	\image\item\ring\ring_012a0.spr	Gi¸o chñ Ngò §éc ban th­ëng cho ®Ö tö khi ®· ®Õn Tinh Th«ng §éc ThuËt.		§· khãa		8	2	1	20	0					
M·nh §éc H¾c Hoµn	0	102	2027	10	10000	0	100						20023	78	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_012a1.spr	\image\item\ring\ring_012a0.spr	Gi¸o chñ Ngò §éc ban th­ëng cho ®Ö tö khi ®· ®Õn Tinh Th«ng §éc ThuËt.		§· khãa		8	2	1	20	0					
M·nh §éc H¾c Hoµn	0	102	2028	10	10000	0	100						20024	78	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_012a1.spr	\image\item\ring\ring_012a0.spr	Gi¸o chñ Ngò §éc ban th­ëng cho ®Ö tö khi ®· ®Õn Tinh Th«ng §éc ThuËt.		§· khãa		8	2	1	20	0					
H¾c V« Th­êng M·nh §éc HuyÕt Béi	0	102	20219	10	0	0	100						920021	70	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	§Ö tö Ngò §éc Tµ HiÖp th­êng ®eo khi luyÖn ®éc.		§· khãa		9	2	1	20	0					
H¾c V« Th­êng M·nh §éc HuyÕt Béi	0	102	20229	10	0	0	100						920022	70	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	§Ö tö Ngò §éc Tµ HiÖp th­êng ®eo khi luyÖn ®éc.		§· khãa		9	2	1	20	0					
H¾c V« Th­êng M·nh §éc HuyÕt Béi	0	102	20239	10	0	0	100						920023	70	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	§Ö tö Ngò §éc Tµ HiÖp th­êng ®eo khi luyÖn ®éc.		§· khãa		9	2	1	20	0					
H¾c V« Th­êng M·nh §éc HuyÕt Béi	0	102	20249	10	0	0	100						920024	70	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	§Ö tö Ngò §éc Tµ HiÖp th­êng ®eo khi luyÖn ®éc.		§· khãa		9	2	1	20	0					
M·nh §éc H¾c Hoµn	0	102	20259	10	0	0	100						920021	70	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_012a1.spr	\image\item\ring\ring_012a0.spr	Gi¸o chñ Ngò §éc ban th­ëng cho ®Ö tö khi ®· ®Õn Tinh Th«ng §éc ThuËt.		§· khãa		9	2	1	20	0					
M·nh §éc H¾c Hoµn	0	102	20269	10	0	0	100						920022	70	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_012a1.spr	\image\item\ring\ring_012a0.spr	Gi¸o chñ Ngò §éc ban th­ëng cho ®Ö tö khi ®· ®Õn Tinh Th«ng §éc ThuËt.		§· khãa		9	2	1	20	0					
M·nh §éc H¾c Hoµn	0	102	20279	10	0	0	100						920023	70	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_012a1.spr	\image\item\ring\ring_012a0.spr	Gi¸o chñ Ngò §éc ban th­ëng cho ®Ö tö khi ®· ®Õn Tinh Th«ng §éc ThuËt.		§· khãa		9	2	1	20	0					
M·nh §éc H¾c Hoµn	0	102	20289	10	0	0	100						920024	70	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_012a1.spr	\image\item\ring\ring_012a0.spr	Gi¸o chñ Ngò §éc ban th­ëng cho ®Ö tö khi ®· ®Õn Tinh Th«ng §éc ThuËt.		§· khãa		9	2	1	20	0					
Thùc T©m béi	0	102	2111	5	2000	0	50						21011	50	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_016a1.spr	\image\item\ring\ring_016a0.spr	Trang bŞ cña ®Ö tö cÊp cao ngò ®éc, trong chøc nhiÒu ®éc tè cã thÓ lµm ®øt gi·n tim m¹ch.		§· khãa		6	2	1	21	0					
Thùc T©m béi	0	102	2112	5	2000	0	50						21012	50	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_016a1.spr	\image\item\ring\ring_016a0.spr	Trang bŞ cña ®Ö tö cÊp cao ngò ®éc, trong chøc nhiÒu ®éc tè cã thÓ lµm ®øt gi·n tim m¹ch.		§· khãa		6	2	1	21	0					
Thùc T©m béi	0	102	2113	5	2000	0	50						21013	50	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_016a1.spr	\image\item\ring\ring_016a0.spr	Trang bŞ cña ®Ö tö cÊp cao ngò ®éc, trong chøc nhiÒu ®éc tè cã thÓ lµm ®øt gi·n tim m¹ch.		§· khãa		6	2	1	21	0					
Thùc T©m béi	0	102	2114	5	2000	0	50						21014	50	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_016a1.spr	\image\item\ring\ring_016a0.spr	Trang bŞ cña ®Ö tö cÊp cao ngò ®éc, trong chøc nhiÒu ®éc tè cã thÓ lµm ®øt gi·n tim m¹ch.		§· khãa		6	2	1	21	0					
Quû §éc HuyÕt Béi	0	102	2121	10	10000	0	100						21021	77	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	Gi¸o chñ Ngò §éc ban th­ëng cho ®Ö tö khi ®· ®Õn Tinh Th«ng §éc ThuËt.		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	21	0					
