Tªn vò khİ	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	CÇm trªn tay	S¸t th­¬ng ngo¹i c«ng	S¸t th­¬ng Néi c«ng 	®é s¾c bĞn	Tèc ®é xuÊt chiªu	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò;Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi; sö dông tµi nguyªn nµo	File gèc	CÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
Tø H¶i Y phôc	0	0	11219	50	0	0	300	0	245;490	210;420	1	90	911021	70	1	1	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_han_014a1.spr	\image\item\weapon\wea_han_014a0.spr	Trang phôc cña ®Ö tö Tinh Y C¸i Bang khi khÊt thùc.	¿ÕÊÖ	§· khãa		9	2	1	11	0					
Tø H¶i Y phôc	0	0	11229	50	0	0	300	0	245;490	210;420	1	90	911022	70	1	2	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_han_014a1.spr	\image\item\weapon\wea_han_014a0.spr	Trang phôc cña ®Ö tö Tinh Y C¸i Bang khi khÊt thùc.	¿ÕÊÖ	§· khãa		9	2	1	11	0					
Tø H¶i Y phôc	0	0	11239	50	0	0	300	0	245;490	210;420	1	90	911023	70	2	3	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_han_014a1.spr	\image\item\weapon\wea_han_014a0.spr	Trang phôc cña ®Ö tö Tinh Y C¸i Bang khi khÊt thùc.	¿ÕÊÖ	§· khãa		9	2	1	11	0					
Tø H¶i Y phôc	0	0	11249	50	0	0	300	0	245;490	210;420	1	90	911024	70	2	4	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_han_014a1.spr	\image\item\weapon\wea_han_014a0.spr	Trang phôc cña ®Ö tö Tinh Y C¸i Bang khi khÊt thùc.	¿ÕÊÖ	§· khãa		9	2	1	11	0					
KhiÕu Hoa Bæng	0	5	1201	30	2	0	200	0	98;196		1	84	12001	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_sta_008a1.spr	\image\item\weapon\wea_sta_008a0.spr	Vò khİ tù vÖ cña ®Ö tö cÊp thÊp C¸i Bang ¤ Y.	¹÷4a	§· khãa		4	2	1	12	0					
KhiÕu Hoa Bæng	0	5	1202	30	2	0	200	0	98;196		1	84	12002	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_sta_008a1.spr	\image\item\weapon\wea_sta_008a0.spr	Vò khİ tù vÖ cña ®Ö tö cÊp thÊp C¸i Bang ¤ Y.	¹÷4a	§· khãa		4	2	1	12	0					
KhiÕu Hoa Bæng	0	5	1203	30	2	0	200	0	98;196		1	84	12003	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_sta_008a1.spr	\image\item\weapon\wea_sta_008a0.spr	Vò khİ tù vÖ cña ®Ö tö cÊp thÊp C¸i Bang ¤ Y.	¹÷4a	§· khãa		4	2	1	12	0					
KhiÕu Hoa Bæng	0	5	1204	30	2	0	200	0	98;196		1	84	12004	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_sta_008a1.spr	\image\item\weapon\wea_sta_008a0.spr	Vò khİ tù vÖ cña ®Ö tö cÊp thÊp C¸i Bang ¤ Y.	¹÷4a	§· khãa		4	2	1	12	0					
Trõng ¸c Bæng	0	5	1211	40	5000	0	250	0	158;316		1	84	12011	50	1	1	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_sta_011a1.spr	\image\item\weapon\wea_sta_011a0.spr	Vò khİ chuyªn dïng cña ®Ö tö cÊp cao C¸i Bang ¤ Y.	¹÷5b	§· khãa		6	2	1	12	0					
Trõng ¸c Bæng	0	5	1212	40	5000	0	250	0	158;316		1	84	12012	50	1	2	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_sta_011a1.spr	\image\item\weapon\wea_sta_011a0.spr	Vò khİ chuyªn dïng cña ®Ö tö cÊp cao C¸i Bang ¤ Y.	¹÷5b	§· khãa		6	2	1	12	0					
Trõng ¸c Bæng	0	5	1213	40	5000	0	250	0	158;316		1	84	12013	50	2	3	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_sta_011a1.spr	\image\item\weapon\wea_sta_011a0.spr	Vò khİ chuyªn dïng cña ®Ö tö cÊp cao C¸i Bang ¤ Y.	¹÷5b	§· khãa		6	2	1	12	0					
Trõng ¸c Bæng	0	5	1214	40	5000	0	250	0	158;316		1	84	12014	50	2	4	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_sta_011a1.spr	\image\item\weapon\wea_sta_011a0.spr	Vò khİ chuyªn dïng cña ®Ö tö cÊp cao C¸i Bang ¤ Y.	¹÷5b	§· khãa		6	2	1	12	0					
Tô NghÜa Bæng	0	5	1221	50	15000	0	300	0	200;400		1	84	12021	76	1	1	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_sta_014a1.spr	\image\item\weapon\wea_sta_014a0.spr	PhÇn th­ëng cña ®Ö tö C¸i Bang ¤ Y khi ®­îc phong lµm §Ö Tö T¸m Tói	¹÷7a	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	12	0					
Tô NghÜa Bæng	0	5	1222	50	15000	0	300	0	200;400		1	84	12022	76	1	2	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_sta_014a1.spr	\image\item\weapon\wea_sta_014a0.spr	PhÇn th­ëng cña ®Ö tö C¸i Bang ¤ Y khi ®­îc phong lµm §Ö Tö T¸m Tói	¹÷7a	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	12	0					
Tô NghÜa Bæng	0	5	1223	50	15000	0	300	0	200;400		1	84	12023	76	2	3	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_sta_014a1.spr	\image\item\weapon\wea_sta_014a0.spr	PhÇn th­ëng cña ®Ö tö C¸i Bang ¤ Y khi ®­îc phong lµm §Ö Tö T¸m Tói	¹÷7a	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	12	0					
Tô NghÜa Bæng	0	5	1224	50	15000	0	300	0	200;400		1	84	12024	76	2	4	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_sta_014a1.spr	\image\item\weapon\wea_sta_014a0.spr	PhÇn th­ëng cña ®Ö tö C¸i Bang ¤ Y khi ®­îc phong lµm §Ö Tö T¸m Tói	¹÷7a	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	12	0					
Tô NghÜa Bæng	0	5	12219	50	0	0	300	0	200;400		1	84	912021	70	1	1	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_sta_014a1.spr	\image\item\weapon\wea_sta_014a0.spr	PhÇn th­ëng cña ®Ö tö C¸i Bang ¤ Y khi ®­îc phong lµm §Ö Tö T¸m Tói	¹÷7a	§· khãa		9	2	1	12	0					
Tô NghÜa Bæng	0	5	12229	50	0	0	300	0	200;400		1	84	912022	70	1	2	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_sta_014a1.spr	\image\item\weapon\wea_sta_014a0.spr	PhÇn th­ëng cña ®Ö tö C¸i Bang ¤ Y khi ®­îc phong lµm §Ö Tö T¸m Tói	¹÷7a	§· khãa		9	2	1	12	0					
Tô NghÜa Bæng	0	5	12239	50	0	0	300	0	200;400		1	84	912023	70	2	3	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_sta_014a1.spr	\image\item\weapon\wea_sta_014a0.spr	PhÇn th­ëng cña ®Ö tö C¸i Bang ¤ Y khi ®­îc phong lµm §Ö Tö T¸m Tói	¹÷7a	§· khãa		9	2	1	12	0					
Tô NghÜa Bæng	0	5	12249	50	0	0	300	0	200;400		1	84	912024	70	2	4	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_sta_014a1.spr	\image\item\weapon\wea_sta_014a0.spr	PhÇn th­ëng cña ®Ö tö C¸i Bang ¤ Y khi ®­îc phong lµm §Ö Tö T¸m Tói	¹÷7a	§· khãa		9	2	1	12	0					
Thanh Tu KiÕm	0	2	1401	30	2	0	200	0	78;156	142;284	1	86	14001	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_swd_008a1.spr	\image\item\weapon\wea_swd_008a0.spr	Lo¹i kiÕm cùc nhÑ nh­ng bÒn ch¾c, dïng cho ®Ö tö cÊp thÊp Vâ §ang.	³¤½£4a	§· khãa		4	2	1	14	0					
Thanh Tu KiÕm	0	2	1402	30	2	0	200	0	78;156	142;284	1	86	14002	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_swd_008a1.spr	\image\item\weapon\wea_swd_008a0.spr	Lo¹i kiÕm cùc nhÑ nh­ng bÒn ch¾c, dïng cho ®Ö tö cÊp thÊp Vâ §ang.	³¤½£4a	§· khãa		4	2	1	14	0					
Thanh Tu KiÕm	0	2	1403	30	2	0	200	0	78;156	142;284	1	86	14003	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_swd_008a1.spr	\image\item\weapon\wea_swd_008a0.spr	Lo¹i kiÕm cùc nhÑ nh­ng bÒn ch¾c, dïng cho ®Ö tö cÊp thÊp Vâ §ang.	³¤½£4a	§· khãa		4	2	1	14	0					
Thanh Tu KiÕm	0	2	1404	30	2	0	200	0	78;156	142;284	1	86	14004	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_swd_008a1.spr	\image\item\weapon\wea_swd_008a0.spr	Lo¹i kiÕm cùc nhÑ nh­ng bÒn ch¾c, dïng cho ®Ö tö cÊp thÊp Vâ §ang.	³¤½£4a	§· khãa		4	2	1	14	0					
NhËp Quan Ph¸p KiÕm	0	2	1411	40	5000	0	250	0	130;260	232;464	1	86	14011	50	1	1	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_swd_011a1.spr	\image\item\weapon\wea_swd_011a0.spr	§Ó tö Vâ §ang nhËp thÊt tu luyÖn chuyªn dông.	³¤½£5b	§· khãa		6	2	1	14	0					
NhËp Quan Ph¸p KiÕm	0	2	1412	40	5000	0	250	0	130;260	232;464	1	86	14012	50	1	2	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_swd_011a1.spr	\image\item\weapon\wea_swd_011a0.spr	§Ó tö Vâ §ang nhËp thÊt tu luyÖn chuyªn dông.	³¤½£5b	§· khãa		6	2	1	14	0					
NhËp Quan Ph¸p KiÕm	0	2	1413	40	5000	0	250	0	130;260	232;464	1	86	14013	50	2	3	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_swd_011a1.spr	\image\item\weapon\wea_swd_011a0.spr	§Ó tö Vâ §ang nhËp thÊt tu luyÖn chuyªn dông.	³¤½£5b	§· khãa		6	2	1	14	0					
NhËp Quan Ph¸p KiÕm	0	2	1414	40	5000	0	250	0	130;260	232;464	1	86	14014	50	2	4	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_swd_011a1.spr	\image\item\weapon\wea_swd_011a0.spr	§Ó tö Vâ §ang nhËp thÊt tu luyÖn chuyªn dông.	³¤½£5b	§· khãa		6	2	1	14	0					
Tø T­îng Ph¸p KiÕm	0	2	1421	50	15000	0	300	0	160;320	280;560	1	86	14021	76	1	1	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_swd_023a1.spr	\image\item\weapon\wea_swd_023a0.spr	§Ö tö Vâ §ang tôc gia am hiÓu ngò hµnh, tinh th«ng vâ thuËt chuyªn dïng.	³¤½£7a	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	14	0					
Tø T­îng Ph¸p KiÕm	0	2	1422	50	15000	0	300	0	160;320	280;560	1	86	14022	76	1	2	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_swd_023a1.spr	\image\item\weapon\wea_swd_023a0.spr	§Ö tö Vâ §ang tôc gia am hiÓu ngò hµnh, tinh th«ng vâ thuËt chuyªn dïng.	³¤½£7a	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	14	0					
Tø T­îng Ph¸p KiÕm	0	2	1423	50	15000	0	300	0	160;320	280;560	1	86	14023	76	2	3	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_swd_023a1.spr	\image\item\weapon\wea_swd_023a0.spr	§Ö tö Vâ §ang tôc gia am hiÓu ngò hµnh, tinh th«ng vâ thuËt chuyªn dïng.	³¤½£7a	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	14	0					
Tø T­îng Ph¸p KiÕm	0	2	1424	50	15000	0	300	0	160;320	280;560	1	86	14024	76	2	4	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_swd_023a1.spr	\image\item\weapon\wea_swd_023a0.spr	§Ö tö Vâ §ang tôc gia am hiÓu ngò hµnh, tinh th«ng vâ thuËt chuyªn dïng.	³¤½£7a	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	14	0					
Tø T­îng Ph¸p KiÕm	0	2	14219	50	0	0	300	0	160;320	280;560	1	86	914021	70	1	1	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_swd_023a1.spr	\image\item\weapon\wea_swd_023a0.spr	§Ö tö Vâ §ang tôc gia am hiÓu ngò hµnh, tinh th«ng vâ thuËt chuyªn dïng.	³¤½£7a	§· khãa		9	2	1	14	0					
Tø T­îng Ph¸p KiÕm	0	2	14229	50	0	0	300	0	160;320	280;560	1	86	914022	70	1	2	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_swd_023a1.spr	\image\item\weapon\wea_swd_023a0.spr	§Ö tö Vâ §ang tôc gia am hiÓu ngò hµnh, tinh th«ng vâ thuËt chuyªn dïng.	³¤½£7a	§· khãa		9	2	1	14	0					
Tø T­îng Ph¸p KiÕm	0	2	14239	50	0	0	300	0	160;320	280;560	1	86	914023	70	2	3	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_swd_023a1.spr	\image\item\weapon\wea_swd_023a0.spr	§Ö tö Vâ §ang tôc gia am hiÓu ngò hµnh, tinh th«ng vâ thuËt chuyªn dïng.	³¤½£7a	§· khãa		9	2	1	14	0					
Tø T­îng Ph¸p KiÕm	0	2	14249	50	0	0	300	0	160;320	280;560	1	86	914024	70	2	4	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_swd_023a1.spr	\image\item\weapon\wea_swd_023a0.spr	§Ö tö Vâ §ang tôc gia am hiÓu ngò hµnh, tinh th«ng vâ thuËt chuyªn dïng.	³¤½£7a	§· khãa		9	2	1	14	0					
Thanh Phong Thİch	0	9	1501	30	2	0	200	0	78;156		1	110	15001	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_bru_008a1.spr	\image\item\weapon\wea_bru_008a0.spr	§Ö tö Vâ §ang tôc gia luyÖn bót ph¸p th­êng sö dông.	±Ê4a	§· khãa		4	2	1	15	0					
Thanh Phong Thİch	0	9	1502	30	2	0	200	0	78;156		1	110	15002	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_bru_008a1.spr	\image\item\weapon\wea_bru_008a0.spr	§Ö tö Vâ §ang tôc gia luyÖn bót ph¸p th­êng sö dông.	±Ê4a	§· khãa		4	2	1	15	0					
Thanh Phong Thİch	0	9	1503	30	2	0	200	0	78;156		1	110	15003	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_bru_008a1.spr	\image\item\weapon\wea_bru_008a0.spr	§Ö tö Vâ §ang tôc gia luyÖn bót ph¸p th­êng sö dông.	±Ê4a	§· khãa		4	2	1	15	0					
Thanh Phong Thİch	0	9	1504	30	2	0	200	0	78;156		1	110	15004	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_bru_008a1.spr	\image\item\weapon\wea_bru_008a0.spr	§Ö tö Vâ §ang tôc gia luyÖn bót ph¸p th­êng sö dông.	±Ê4a	§· khãa		4	2	1	15	0					
ThiÓu D­¬ng Thİch	0	9	1511	40	5000	0	250	0	130;260		1	110	15011	50	1	1	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_bru_011a1.spr	\image\item\weapon\wea_bru_011a0.spr	§Ö tö cÊp cao Vâ §ang tôc gia chuyªn dïng.	±Ê5b	§· khãa		6	2	1	15	0					
ThiÓu D­¬ng Thİch	0	9	1512	40	5000	0	250	0	130;260		1	110	15012	50	1	2	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_bru_011a1.spr	\image\item\weapon\wea_bru_011a0.spr	§Ö tö cÊp cao Vâ §ang tôc gia chuyªn dïng.	±Ê5b	§· khãa		6	2	1	15	0					
ThiÓu D­¬ng Thİch	0	9	1513	40	5000	0	250	0	130;260		1	110	15013	50	2	3	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_bru_011a1.spr	\image\item\weapon\wea_bru_011a0.spr	§Ö tö cÊp cao Vâ §ang tôc gia chuyªn dïng.	±Ê5b	§· khãa		6	2	1	15	0					
ThiÓu D­¬ng Thİch	0	9	1514	40	5000	0	250	0	130;260		1	110	15014	50	2	4	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_bru_011a1.spr	\image\item\weapon\wea_bru_011a0.spr	§Ö tö cÊp cao Vâ §ang tôc gia chuyªn dïng.	±Ê5b	§· khãa		6	2	1	15	0					
Linh Phong Thİch	0	9	1521	50	15000	0	300	0	160;320		1	110	15021	76	1	1	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_bru_014a1.spr	\image\item\weapon\wea_bru_014a0.spr	Trang phôc cña ®Ö tö Vâ §ang tôc gia khi h¹ s¬n.	±Ê7a	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	15	0					
Linh Phong Thİch	0	9	1522	50	15000	0	300	0	160;320		1	110	15022	76	1	2	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_bru_014a1.spr	\image\item\weapon\wea_bru_014a0.spr	Trang phôc cña ®Ö tö Vâ §ang tôc gia khi h¹ s¬n.	±Ê7a	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	15	0					
Linh Phong Thİch	0	9	1523	50	15000	0	300	0	160;320		1	110	15023	76	2	3	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_bru_014a1.spr	\image\item\weapon\wea_bru_014a0.spr	Trang phôc cña ®Ö tö Vâ §ang tôc gia khi h¹ s¬n.	±Ê7a	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	15	0					
Linh Phong Thİch	0	9	1524	50	15000	0	300	0	160;320		1	110	15024	76	2	4	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_bru_014a1.spr	\image\item\weapon\wea_bru_014a0.spr	Trang phôc cña ®Ö tö Vâ §ang tôc gia khi h¹ s¬n.	±Ê7a	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	15	0					
Linh Phong Thİch	0	9	15219	50	0	0	300	0	160;320		1	110	915021	70	1	1	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_bru_014a1.spr	\image\item\weapon\wea_bru_014a0.spr	Trang phôc cña ®Ö tö Vâ §ang tôc gia khi h¹ s¬n.	±Ê7a	§· khãa		9	2	1	15	0					
Linh Phong Thİch	0	9	15229	50	0	0	300	0	160;320		1	110	915022	70	1	2	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_bru_014a1.spr	\image\item\weapon\wea_bru_014a0.spr	Trang phôc cña ®Ö tö Vâ §ang tôc gia khi h¹ s¬n.	±Ê7a	§· khãa		9	2	1	15	0					
Linh Phong Thİch	0	9	15239	50	0	0	300	0	160;320		1	110	915023	70	2	3	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_bru_014a1.spr	\image\item\weapon\wea_bru_014a0.spr	Trang phôc cña ®Ö tö Vâ §ang tôc gia khi h¹ s¬n.	±Ê7a	§· khãa		9	2	1	15	0					
Linh Phong Thİch	0	9	15249	50	0	0	300	0	160;320		1	110	915024	70	2	4	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_bru_014a1.spr	\image\item\weapon\wea_bru_014a0.spr	Trang phôc cña ®Ö tö Vâ §ang tôc gia khi h¹ s¬n.	±Ê7a	§· khãa		9	2	1	15	0					
Khinh Kş Th­¬ng	0	6	1701	30	2	0	200	0	60;180		1	86	17001	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_qan_006a1.spr	\image\item\weapon\wea_qan_006a0.spr	§Ö tö cÊp thÊp D­¬ng M«n th­êng sö dông luyÖn tËp.	Ç¹4a	§· khãa		4	2	1	17	0					
Khinh Kş Th­¬ng	0	6	1702	30	2	0	200	0	60;180		1	86	17002	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_qan_006a1.spr	\image\item\weapon\wea_qan_006a0.spr	§Ö tö cÊp thÊp D­¬ng M«n th­êng sö dông luyÖn tËp.	Ç¹4a	§· khãa		4	2	1	17	0					
Khinh Kş Th­¬ng	0	6	1703	30	2	0	200	0	60;180		1	86	17003	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_qan_006a1.spr	\image\item\weapon\wea_qan_006a0.spr	§Ö tö cÊp thÊp D­¬ng M«n th­êng sö dông luyÖn tËp.	Ç¹4a	§· khãa		4	2	1	17	0					
Khinh Kş Th­¬ng	0	6	1704	30	2	0	200	0	60;180		1	86	17004	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_qan_006a1.spr	\image\item\weapon\wea_qan_006a0.spr	§Ö tö cÊp thÊp D­¬ng M«n th­êng sö dông luyÖn tËp.	Ç¹4a	§· khãa		4	2	1	17	0					
HiÖu óy Tr­êng Th­¬ng	0	6	1711	40	5000	0	250	0	100;300		1	86	17011	50	1	1	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_qan_009a1.spr	\image\item\weapon\wea_qan_009a0.spr	Lo¹i th­¬ng dµi ®­îc lµm tõ thĞp tinh luyÖn dµnh cho ®Ö tö th­¬ng kş D­¬ng M«n lËp ®­îc chiÕn c«ng, phong lµm HiÖu óy.	Ç¹5b	§· khãa		6	2	1	17	0					
HiÖu óy Tr­êng Th­¬ng	0	6	1712	40	5000	0	250	0	100;300		1	86	17012	50	1	2	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_qan_009a1.spr	\image\item\weapon\wea_qan_009a0.spr	Lo¹i th­¬ng dµi ®­îc lµm tõ thĞp tinh luyÖn dµnh cho ®Ö tö th­¬ng kş D­¬ng M«n lËp ®­îc chiÕn c«ng, phong lµm HiÖu óy.	Ç¹5b	§· khãa		6	2	1	17	0					
HiÖu óy Tr­êng Th­¬ng	0	6	1713	40	5000	0	250	0	100;300		1	86	17013	50	2	3	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_qan_009a1.spr	\image\item\weapon\wea_qan_009a0.spr	Lo¹i th­¬ng dµi ®­îc lµm tõ thĞp tinh luyÖn dµnh cho ®Ö tö th­¬ng kş D­¬ng M«n lËp ®­îc chiÕn c«ng, phong lµm HiÖu óy.	Ç¹5b	§· khãa		6	2	1	17	0					
HiÖu óy Tr­êng Th­¬ng	0	6	1714	40	5000	0	250	0	100;300		1	86	17014	50	2	4	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_qan_009a1.spr	\image\item\weapon\wea_qan_009a0.spr	Lo¹i th­¬ng dµi ®­îc lµm tõ thĞp tinh luyÖn dµnh cho ®Ö tö th­¬ng kş D­¬ng M«n lËp ®­îc chiÕn c«ng, phong lµm HiÖu óy.	Ç¹5b	§· khãa		6	2	1	17	0					
ThÊu Gi¸p Th­¬ng	0	6	1721	50	15000	0	300	0	125;375		1	86	17021	76	1	1	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_qan_012a1.spr	\image\item\weapon\wea_qan_012a0.spr	§­îc lµm tõ thĞp tinh luyÖn, ®­îc dµnh cho ®Ö tö th­¬ng kş D­¬ng M«n lËp ®­îc chiÕn c«ng hiÓn h¸ch, phong lµm t­íng qu©n.	Ç¹7a	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	17	0					
ThÊu Gi¸p Th­¬ng	0	6	1722	50	15000	0	300	0	125;375		1	86	17022	76	1	2	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_qan_012a1.spr	\image\item\weapon\wea_qan_012a0.spr	§­îc lµm tõ thĞp tinh luyÖn, ®­îc dµnh cho ®Ö tö th­¬ng kş D­¬ng M«n lËp ®­îc chiÕn c«ng hiÓn h¸ch, phong lµm t­íng qu©n.	Ç¹7a	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	17	0					
ThÊu Gi¸p Th­¬ng	0	6	1723	50	15000	0	300	0	125;375		1	86	17023	76	2	3	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_qan_012a1.spr	\image\item\weapon\wea_qan_012a0.spr	§­îc lµm tõ thĞp tinh luyÖn, ®­îc dµnh cho ®Ö tö th­¬ng kş D­¬ng M«n lËp ®­îc chiÕn c«ng hiÓn h¸ch, phong lµm t­íng qu©n.	Ç¹7a	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	17	0					
ThÊu Gi¸p Th­¬ng	0	6	1724	50	15000	0	300	0	125;375		1	86	17024	76	2	4	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_qan_012a1.spr	\image\item\weapon\wea_qan_012a0.spr	§­îc lµm tõ thĞp tinh luyÖn, ®­îc dµnh cho ®Ö tö th­¬ng kş D­¬ng M«n lËp ®­îc chiÕn c«ng hiÓn h¸ch, phong lµm t­íng qu©n.	Ç¹7a	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	17	0					
ThÊu Gi¸p Th­¬ng	0	6	17219	50	0	0	300	0	125;375		1	86	917021	70	1	1	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_qan_012a1.spr	\image\item\weapon\wea_qan_012a0.spr	§­îc lµm tõ thĞp tinh luyÖn, ®­îc dµnh cho ®Ö tö th­¬ng kş D­¬ng M«n lËp ®­îc chiÕn c«ng hiÓn h¸ch, phong lµm t­íng qu©n.	Ç¹7a	§· khãa		9	2	1	17	0					
ThÊu Gi¸p Th­¬ng	0	6	17229	50	0	0	300	0	125;375		1	86	917022	70	1	2	T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_qan_012a1.spr	\image\item\weapon\wea_qan_012a0.spr	§­îc lµm tõ thĞp tinh luyÖn, ®­îc dµnh cho ®Ö tö th­¬ng kş D­¬ng M«n lËp ®­îc chiÕn c«ng hiÓn h¸ch, phong lµm t­íng qu©n.	Ç¹7a	§· khãa		9	2	1	17	0					
