Tªn	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	SÕp chång nhiÒu nhÊt	Håi phôc thuéc tİnh1	TrŞ sè phôc håi thuéc tİnh mçi n÷a gi©y (1)	Håi phôc thuéc tİnh2	TrŞ sè phôc håi thuéc tİnh mçi n÷a gi©y (2)	Håi phôc thuéc tİnh3	TrŞ sè phôc håi thuéc tİnh mçi n÷a gi©y (3)	Håi phôc thuéc tİnh4	TrŞ sè phôc håi thuéc tİnh mçi n÷a gi©y (4)	Thêi gian duy tr× hiÖu lùc (Sè ch½n)	L­u ( Ch÷ sè)	L­u ( Ch÷ sè)	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	L­u (chuçi kı tù)	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	CÊp	Cã thÓ giao dŞch hay kh«ng ( 0 cã thÓ giao dŞch, cã thÓ b¸n; 1 kh«ng thÓ giao dŞch kh«ng thÓ b¸n; 2 cã thÓ b¸n, kh«ng thÓ giao dŞch; 3 kh«ng thÓ b¸n, cã thÓ giao dŞch; 4 cã thÓ b¸n, sau khi mang vµo sÏ bŞ khãa)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	B¶o l­u 1	B¶o l­u 2	B¶o l­u 3	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
L¨ng Phong §å Phæ	2	1	365	5	1	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	Ghi chĞp c¸ch chÕ t¹o L¨ng Phong song ®ao.		ThÇn bİ	\script\item\lifeskill\lingfeng.lua	8	0	0							
C¸ch ghĞp H¾c ¤ tinh th¹ch	2	1	366	5	1	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	H­íng dÉn c¸ch phèi ghĞp H¾c ¤ tinh th¹ch.		ThÇn bİ	\script\item\lifeskill\heiwu.lua	8	0	0							
C¸ch ghĞp ThiÕt TuyÕn Tinh Méc	2	1	367	5	1	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	H­íng dÉn c¸ch phèi ghĞp ThiÕt TuyÕn Tinh Méc.		ThÇn bİ	\script\item\lifeskill\tiexian.lua	8	0	0							
C¸ch ghĞp S­ tinh b×	2	1	368	5	1	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	H­íng dÉn c¸ch phèi ghĞp S­ tinh b×.		ThÇn bİ	\script\item\lifeskill\shanshi.lua	8	0	0							
C¸ch ghĞp Xİch ¤ Linh phï	2	1	369	5	1	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	H­íng dÉn c¸ch phèi ghĞp Xİch ¤ Linh phï.		ThÇn bİ	\script\item\lifeskill\chiwu.lua	8	0	0							
Thanh Phong Bao	2	1	370	5	1	1												\image\item\other\coll_038a1.spr	\image\item\other\coll_038a0.spr	Tay n¶i cña thÇn bİ cao nh©n l­u l¹i cho hËu bèi giang hå, kh¶ n¨ng nhËn ®­îc nhiÒu c«ng lùc bªn trong.		ThÇn bİ	\script\item\qingfengbao.lua	1	0	0							
M· Bµi	2	1	371	5	1	1												\image\item\cloth\horse_001a1.spr	\image\item\cloth\horse_001a0.spr	Ngùa cña Liªu Quèc m· tÆc thÊt l¹c.		ThÇn bİ	\script\item\mapai.lua	1	0	0							
Cung ThiÖn	2	1	372	1	1	999												\image\item\usable\edib_003a1.spr	\image\item\usable\edib_003a0.spr	H×nh d¹ng gièng nh­ r¾n nh­ng hiÒn h¬n.		ThÇn bİ		1	0	0							
Tói g¹o	2	1	373	1	1	999												\image\item\other\spec_004a1.spr	\image\item\other\spec_004a0.spr	Tói l­¬ng thùc cña nh÷ng ng­êi khÊt thùc		ThÇn bİ		1	0	0							
Tr¸i c©y	2	1	374	1	1	999												\image\item\other\coll_004a1.spr	\image\item\other\coll_004a0.spr	Tr¸i c©y t­¬i lµm dŞu m¸t mïa hÌ oi bøc.		ThÇn bİ		1	0	0							
V¹n NhÉn ch­a gi¸m ®Şnh	2	1	375	10	10000	1												\image\item\weapon\wea_han_014a1.spr	\image\item\weapon\wea_han_014a0_80.spr	ThÇn binh lîi khİ, thÕ gian hiÕm thÊy.		Hé thñ	\script\item\noactivable_wanren.lua	8	0	1							
Háa Tinh ch­a gi¸m ®Şnh	2	1	376	10	10000	1												\image\item\weapon\wea_swd_023a1.spr	\image\item\weapon\wea_swd_023a0_80.spr	ThÇn binh lîi khİ, thÕ gian hiÕm thÊy.		Tr­êng kiÕm	\script\item\noactivable_huojing.lua	8	0	1							
LiÖt DiÖm ch­a gi¸m ®Şnh	2	1	377	10	10000	1												\image\item\weapon\wea_sta_014a1.spr	\image\item\weapon\wea_sta_014a0_80.spr	ThÇn binh lîi khİ, thÕ gian hiÕm thÊy.		C«n	\script\item\noactivable_lieyan.lua	8	0	1							
M·n Thiªn Hoa Vò ch­a gi¸m ®Şnh	2	1	378	10	10000	1												\image\item\weapon\wea_dar_014a1.spr	\image\item\weapon\wea_dar_014a0_80.spr	ThÇn binh lîi khİ, thÕ gian hiÕm thÊy.		¸m khİ	\script\item\noactivable_mantianhuayu.lua	8	0	1							
Cæ §İnh ch­a gi¸m ®Şnh	2	1	379	10	10000	1												\image\item\weapon\wea_bla_014a1.spr	\image\item\weapon\wea_bla_014a0_80.spr	ThÇn binh lîi khİ, thÕ gian hiÕm thÊy.		§¬n ®ao	\script\item\noactivable_guding.lua	8	0	1							
Hi Nh©n CÇm ch­a gi¸m ®Şnh	2	1	380	10	10000	1												\image\item\weapon\wea_qin_014a1.spr	\image\item\weapon\wea_qin_014a0_80.spr	ThÇn binh lîi khİ, thÕ gian hiÕm thÊy.		CÇm	\script\item\noactivable_xirenzhiyong.lua	8	0	1							
ThÇn Hµnh ch­a gi¸m ®Şnh	2	1	381	10	10000	1												\image\item\weapon\wea_bru_014a1.spr	\image\item\weapon\wea_bru_014a0_80.spr	ThÇn binh lîi khİ, thÕ gian hiÕm thÊy.		Bót	\script\item\noactivable_shenxing.lua	8	0	1							
A La H¸n Tr­îng ch­a gi¸m ®Şnh	2	1	382	10	10000	1												\image\item\weapon\wea_can_014a1.spr	\image\item\weapon\wea_can_014a0_80.spr	ThÇn binh lîi khİ, thÕ gian hiÕm thÊy.		Tİch tr­îng	\script\item\noactivable_aluohanzhang.lua	8	0	1							
§¹i Hµo L«i Th­¬ng ch­a gi¸m ®Şnh	2	1	383	10	10000	1												\image\item\weapon\wea_qan_012a1.spr	\image\item\weapon\wea_qan_012a0_80.spr	ThÇn binh lîi khİ, thÕ gian hiÕm thÊy.		Th­¬ng	\script\item\noactivable_dahaoleiqiang.lua	8	0	1							
ThÇn Cung ch­a gi¸m ®Şnh	2	1	384	10	10000	1												\image\item\weapon\wea_gon_012a1.spr	\image\item\weapon\wea_gon_012a0_80.spr	ThÇn binh lîi khİ, thÕ gian hiÕm thÊy.		Cung	\script\item\noactivable_wangshi.lua	8	0	1							
M·nh Hæ ch­a gi¸m ®Şnh	2	1	385	10	10000	1												\image\item\weapon\wea_zhua_012a1.spr	\image\item\weapon\wea_zhua_012a0_80.spr	ThÇn binh lîi khİ, thÕ gian hiÕm thÊy.		Tr¶o	\script\item\noactivable_menghu.lua	8	0	1							
L¨ng Phong ch­a gi¸m ®Şnh	2	1	386	10	10000	1												\image\item\weapon\wea_ddao_012a1.spr	\image\item\weapon\wea_ddao_012a0_80.spr	ThÇn binh lîi khİ, thÕ gian hiÕm thÊy.		Song ®ao	\script\item\noactivable_lingfeng.lua	8	0	1							
Th¸i H­ §a MËt Qu¶ 	2	1	387	1	1	1												\image\item\other\Ì«Ğé¶àÃÛ»¨¹ûa1.spr	\image\item\other\Ì«Ğé¶àÃÛ»¨¹ûa0.spr	T­¬ng truyÒn tiªn c¶nh Th¸i H­ cã 1 lo¹i c©y gäi lµ B¸t Nh· §a MËt<enter><color=Gold>(T¨ng thªm 1 c¬ héi vµo Th¸i H­)		ThÇn bİ	\script\item\taixuduomiguo.lua	1	0	0							
B¸nh İt nh©n thŞt	2	1	388	1	1	999												\image\item\other\ôÕ×Ó_a1.spr	\image\item\other\ôÕ×Ó_a0.spr	Néi trong 5 phót t¨ng 20% tèc ®é di chuyÓn.		ThÇn bİ	\script\online\dragonboat06\item\srzz_item.lua	1	0	0							
B¸nh nh©n møt	2	1	389	1	1	999												\image\item\other\ôÕ×Ó_a1.spr	\image\item\other\ôÕ×Ó_a0.spr	Nhanh chãng phôc håi sinh lùc vµ néi lùc.		ThÇn bİ	\script\online\dragonboat06\item\mjzz_item.lua	1	0	0							
B¸nh İt trøng muèi	2	1	390	1	1	999												\image\item\other\ôÕ×Ó_a1.spr	\image\item\other\ôÕ×Ó_a0.spr	Thùc phÈm hµng ngµy.		ThÇn bİ	\script\online\dragonboat06\item\xdzz_item.lua	1	0	0							
B¸nh İt thËp cÈm	2	1	391	1	1	999												\image\item\other\ôÕ×Ó_a1.spr	\image\item\other\ôÕ×Ó_a0.spr	sö dông néi 5 phót t¨ng 50 ®iÓm tiÒm n¨ng.		ThÇn bİ	\script\online\dragonboat06\item\sjzz_item.lua	1	0	0							
B¸nh İt Gia H­ng	2	1	392	1	1	999												\image\item\other\ôÕ×Ó_a1.spr	\image\item\other\ôÕ×Ó_a0.spr	B¸nh İt tuyÖt diÖu cña thÕ gian, ¨n vµo sÏ t¨ng kinh nghiÖm vµ c«ng lùc ®ång thêi phôc håi tÊt c¶ sinh lùc vµ néi lùc		ThÇn bİ	\script\online\dragonboat06\item\jxzz_item.lua	1	2	1							
§¹i lÔ bao B¸nh İt	2	1	393	1	1	999												\image\item\other\holi_008a1.spr	\image\item\other\holi_008a0.spr	Bao l× x× mõng tÕt §oan Ngä, trong chøa nhiÒu lo¹i B¸nh İt.		ThÇn bİ	\script\online\dragonboat06\item\zzdalibao.lua	1	0	1							
B¸nh İt nÕp	2	1	394	1	1	999												\image\item\other\ôÕ×Ó_a1.spr	\image\item\other\ôÕ×Ó_a0.spr	B¸nh İt phæ th«ng, h­¬ng vŞ th¬m ngon, ¨n vµo t¨ng ®iÓm kinh nghiÖm vµ 5 ®iÓm danh väng		ThÇn bİ	\script\online\dragonboat06\item\nmzz_item.lua	1	2	1							
§¹t Ma §­êng LÖnh 1	2	1	395	1	1	1												\image\item\other\quest_026a1.spr	\image\item\other\quest_026a0.spr	PhÇn th­ëng khi ®­îc phong Hµnh Gi¶. §Ö tö ThiÕu L©m chuyªn sö dông.		ThÇn bİ	\script\online\shimenrenwu\item\xingzhe.lua	1	2	1							
§¹t Ma §­êng LÖnh 2	2	1	396	1	1	1												\image\item\other\quest_026a1.spr	\image\item\other\quest_026a0.spr	PhÇn th­ëng khi ®­îc phong Hçn Nguyªn T¨ng. §Ö tö ThiÕu L©m chuyªn sö dông.		ThÇn bİ	\script\online\shimenrenwu\item\hunyuanseng.lua	1	2	1							
La H¸n §­êng LÖnh 1	2	1	397	1	1	1												\image\item\other\quest_026a1.spr	\image\item\other\quest_026a0.spr	PhÇn th­ëng khi ®­îc phong Sa Di. §Ö tö ThiÕu L©m chuyªn sö dông.		ThÇn bİ	\script\online\shimenrenwu\item\shami.lua	1	2	1							
La H¸n §­êng LÖnh 2	2	1	398	1	1	1												\image\item\other\quest_026a1.spr	\image\item\other\quest_026a0.spr	PhÇn th­ëng khi ®­îc phong §Êu T¨ng. §Ö tö ThiÕu L©m chuyªn sö dông.		ThÇn bİ	\script\online\shimenrenwu\item\douseng.lua	1	2	1							
Tµng Kinh C¸c LÖnh 1	2	1	399	1	1	1												\image\item\other\quest_026a1.spr	\image\item\other\quest_026a0.spr	PhÇn th­ëng khi ®­îc phong Khæ Hµnh T¨ng. §Ö tö ThiÕu L©m chuyªn sö dông.		ThÇn bİ	\script\online\shimenrenwu\item\kuxingseng.lua	1	2	1							
Tµng Kinh C¸c LÖnh 2	2	1	400	1	1	1												\image\item\other\quest_026a1.spr	\image\item\other\quest_026a0.spr	PhÇn th­ëng khi ®­îc phong ThiÒn Tu T¨ng. §Ö tö ThiÕu L©m chuyªn sö dông.		ThÇn bİ	\script\online\shimenrenwu\item\chanxiuseng.lua	1	2	1							
Thiªn C¬ LÖnh 1	2	1	401	1	1	1												\image\item\other\quest_026a1.spr	\image\item\other\quest_026a0.spr	PhÇn th­ëng khi ®­îc phong Trang Kh¸ch. §Ö tö §­êng M«n chuyªn sö dông.		ThÇn bİ	\script\online\shimenrenwu\item\zhuangke.lua	1	2	1							
Thiªn C¬ LÖnh 2	2	1	402	1	1	1												\image\item\other\quest_026a1.spr	\image\item\other\quest_026a0.spr	PhÇn th­ëng khi ®­îc phong Hé VÖ. ChØ dïng cho ®Ö tö §­êng M«n.		ThÇn bİ	\script\online\shimenrenwu\item\huwei.lua	1	2	1							
B¹ch Liªn Hoa LÖnh 1	2	1	403	1	1	1												\image\item\other\quest_026a1.spr	\image\item\other\quest_026a0.spr	PhÇn th­ëng khi ®­îc phong Thanh T©m Sø. Dïng cho ®Ö tö Nga My PhËt Gia  .		ThÇn bİ	\script\online\shimenrenwu\item\qingxinshi.lua	1	2	1							
B¹ch Liªn Hoa LÖnh 2	2	1	404	1	1	1												\image\item\other\quest_026a1.spr	\image\item\other\quest_026a0.spr	PhÇn th­ëng khi ®­îc phong Vò Y Sø. Dïng cho ®Ö tö Nga My PhËt Gia  .		ThÇn bİ	\script\online\shimenrenwu\item\yuyishi.lua	1	2	1							
Ngäc VËn LÖnh 1	2	1	405	1	1	1												\image\item\other\quest_026a1.spr	\image\item\other\quest_026a0.spr	PhÇn th­ëng khi ®­îc phong T­ Khóc Sø. Dïng cho ®Ö tö Nga My Tôc Gia  .		ThÇn bİ	\script\online\shimenrenwu\item\siqushi.lua	1	2	1							
Ngäc VËn LÖnh 2	2	1	406	1	1	1												\image\item\other\quest_026a1.spr	\image\item\other\quest_026a0.spr	PhÇn th­ëng khi ®­îc phong Ph¹n ¢m Sø. Dïng cho ®Ö tö Nga My Tôc Gia  .		ThÇn bİ	\script\online\shimenrenwu\item\fanyinshi.lua	1	2	1							
ChÊp Ph¸p tr­ëng l·o lÖnh 1	2	1	407	1	1	1												\image\item\other\quest_026a1.spr	\image\item\other\quest_026a0.spr	PhÇn th­ëng khi ®­îc phong ChÊp B¸t ®Ö tö. Dïng cho ®Ö tö C¸i Bang TÜnh y  .		ThÇn bİ	\script\online\shimenrenwu\item\zhibodizi.lua	1	2	1							
ChÊp Ph¸p tr­ëng l·o lÖnh 2	2	1	408	1	1	1												\image\item\other\quest_026a1.spr	\image\item\other\quest_026a0.spr	PhÇn th­ëng khi ®­îc phong Trõ Gian ®Ö tö. Dïng cho ®Ö tö C¸i Bang TÜnh y  .		ThÇn bİ	\script\online\shimenrenwu\item\chujiandizi.lua	1	2	1							
Ch­ëng Bæng tr­ëng l·o lÖnh 1	2	1	409	1	1	1												\image\item\other\quest_026a1.spr	\image\item\other\quest_026a0.spr	PhÇn th­ëng khi ®­îc phong ChÊp Bæng ®Ö tö. Dïng cho ®Ö tö C¸i Bang ¤ Y  .		ThÇn bİ	\script\online\shimenrenwu\item\zhibangdizi.lua	1	2	1							
Ch­ëng Bæng tr­ëng l·o lÖnh 2	2	1	410	1	1	1												\image\item\other\quest_026a1.spr	\image\item\other\quest_026a0.spr	PhÇn th­ëng khi ®­îc phong Trõng ¸c ®Ö tö. Dïng cho ®Ö tö C¸i Bang ¤ Y  .		ThÇn bİ	\script\online\shimenrenwu\item\chengedizi.lua	1	2	1							
Ch­ëng Kinh LÖnh 1	2	1	411	1	1	1												\image\item\other\quest_026a1.spr	\image\item\other\quest_026a0.spr	PhÇn th­ëng khi ®­îc phong Thanh Tu ®¹o nh©n. Dïng cho ®Ö tö Vâ §ang ®¹o gia.		ThÇn bİ	\script\online\shimenrenwu\item\qingxiudaoren.lua	1	2	1							
Ch­ëng Kinh LÖnh 2	2	1	412	1	1	1												\image\item\other\quest_026a1.spr	\image\item\other\quest_026a0.spr	PhÇn th­ëng khi ®­îc phong NhËp Quan ®¹o nh©n. Dïng cho ®Ö tö Vâ §ang ®¹o gia.		ThÇn bİ	\script\online\shimenrenwu\item\ruguandaoren.lua	1	2	1							
Th¸i Êt LÖnh 1	2	1	413	1	1	1												\image\item\other\quest_026a1.spr	\image\item\other\quest_026a0.spr	PhÇn th­ëng khi ®­îc phong Thanh Phong ®¹o nh©n. Dïng cho ®Ö tö Vâ §ang tôc gia.		ThÇn bİ	\script\online\shimenrenwu\item\qingfengdaoren.lua	1	2	1							
Th¸i Êt LÖnh 2	2	1	414	1	1	1												\image\item\other\quest_026a1.spr	\image\item\other\quest_026a0.spr	PhÇn th­ëng khi ®­îc phong S¬n D­¬ng ®¹o nh©n. Dïng cho ®Ö tö Vâ §ang tôc gia.		ThÇn bİ	\script\online\shimenrenwu\item\shanyangdaoren.lua	1	2	1							
Long T­¬ng t­íng lÖnh 1	2	1	415	1	1	1												\image\item\other\quest_026a1.spr	\image\item\other\quest_026a0.spr	PhÇn th­ëng khi ®­îc phong Khinh Kş Binh. Dïng cho ®Ö tö D­¬ng M«n th­¬ng kş  .		ThÇn bİ	\script\online\shimenrenwu\item\qingqibing.lua	1	2	1							
Long T­¬ng t­íng lÖnh 2	2	1	416	1	1	1												\image\item\other\quest_026a1.spr	\image\item\other\quest_026a0.spr	PhÇn th­ëng khi ®­îc phong HiÖu óy. Dïng cho ®Ö tö D­¬ng M«n th­¬ng kş  .		ThÇn bİ	\script\online\shimenrenwu\item\xiaowei.lua	1	2	1							
Hæ Dùc t­íng lÖnh 1	2	1	417	1	1	1												\image\item\other\quest_026a1.spr	\image\item\other\quest_026a0.spr	PhÇn th­ëng khi ®­îc phong Xuyªn D­¬ng Thñ. Dïng cho ®Ö tö D­¬ng M«n cung kş  .		ThÇn bİ	\script\online\shimenrenwu\item\chuanyangshou.lua	1	2	1							
Hæ Dùc t­íng lÖnh 2	2	1	418	1	1	1												\image\item\other\quest_026a1.spr	\image\item\other\quest_026a0.spr	PhÇn th­ëng khi ®­îc phong §« óy. Dïng cho ®Ö tö D­¬ng M«n cung kş  .		ThÇn bİ	\script\online\shimenrenwu\item\duwei.lua	1	2	1							
Diªm La LÖnh 1	2	1	419	1	1	1												\image\item\other\quest_026a1.spr	\image\item\other\quest_026a0.spr	PhÇn th­ëng khi ®­îc phong §o¹t Ph¸ch T¶n Nh©n. Dïng cho ®Ö tö HiÖp §éc		ThÇn bİ	\script\online\shimenrenwu\item\duoposanren.lua	1	2	1							
Diªm La LÖnh 2	2	1	420	1	1	1												\image\item\other\quest_026a1.spr	\image\item\other\quest_026a0.spr	PhÇn th­ëng khi ®­îc phong Th«i MÖnh T¶n Nh©n. Dïng cho ®Ö tö HiÖp §éc		ThÇn bİ	\script\online\shimenrenwu\item\cuimingsanren.lua	1	2	1							
Cæ T«n LÖnh 1	2	1	421	1	1	1												\image\item\other\quest_026a1.spr	\image\item\other\quest_026a0.spr	PhÇn th­ëng khi ®­îc phong §éc Tµm T¶n Nh©n. Dïng cho ®Ö tö Ngò §éc Cæ S­		ThÇn bİ	\script\online\shimenrenwu\item\ducansanren.lua	1	2	1							
Cæ T«n LÖnh 2	2	1	422	1	1	1												\image\item\other\quest_026a1.spr	\image\item\other\quest_026a0.spr	PhÇn th­ëng khi ®­îc phong Thùc T©m T¶n Nh©n. Dïng cho ®Ö tö Ngò §éc Cæ S­		ThÇn bİ	\script\online\shimenrenwu\item\shixinsanren.lua	1	2	1							
S­ M«n Thİ LuyÖn Qu¶ nhá	2	1	423	1	1	1												\image\item\other\secr_002a1.spr	\image\item\other\secr_002a0.spr	§Õn ch­ëng m«n nhËn qu¶ tiªn dïng n©ng cao phÇn nµo c«ng lùc b¶n th©n, mçi ngµy chØ ®­îc ¨n 1 qu¶.		§· khãa	\script\online\shimenrenwu\item\xiaoshilianguo.lua	1	2	1							
S­ M«n Thİ LuyÖn Qu¶	2	1	424	1	1	1												\image\item\other\secr_002a1.spr	\image\item\other\secr_002a0.spr	Tiªn qu¶, mçi ngµy sö dông 1 qu¶ sÏ n©ng cao c«ng lùc.		§· khãa	\script\online\shimenrenwu\item\shimenshilianguo.lua	1	2	1							
Hµnh Gi¶ phôc phæ	2	1	425	1	1	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	C¸ch chÕ t¹o y phôc ThiÕu L©m Hµnh Gi¶.		ThÇn bİ	\script\item\lifeskill\xingzhe.lua	1	0	1							
Hçn Nguyªn phôc phæ	2	1	426	1	1	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	C¸ch chÕ t¹o y phôc ThiÕu L©m Hçn Nguyªn.		ThÇn bİ	\script\item\lifeskill\hunyuan.lua	1	0	1							
ChiÕn ı kh¶i gi¸p phæ	2	1	427	1	1	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	C¸ch chÕ t¹o y phôc ThiÕu L©m Kim Cang Phôc Ma.		ThÇn bİ	\script\item\lifeskill\fumojingang.lua	1	0	1							
Khæ Hµnh bµo phæ	2	1	428	1	1	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	C¸ch chÕ t¹o y phôc ThiÕu L©m Khæ Hµnh .		ThÇn bİ	\script\item\lifeskill\kuxing.lua	1	0	1							
ThiÒn Tu bµo phæ	2	1	429	1	1	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	C¸ch chÕ t¹o y phôc ThiÕu L©m ThiÒn Tu.		ThÇn bİ	\script\item\lifeskill\chanxiu.lua	1	0	1							
ThiÒn TŞnh bµo phæ	2	1	430	1	1	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	C¸ch chÕ t¹o y phôc ThiÕu L©m TruyÒn Kinh Ph¸p S­.		ThÇn bİ	\script\item\lifeskill\chuanjingfashi.lua	1	0	1							
Sa Di Phôc phæ	2	1	431	1	1	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	C¸ch chÕ t¹o y phôc ThiÕu L©m Sa Di.		ThÇn bİ	\script\item\lifeskill\shami.lua	1	0	1							
§Êu T¨ng phôc phæ	2	1	432	1	1	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	C¸ch chÕ t¹o y phôc ThiÕu L©m §Êu T¨ng.		ThÇn bİ	\script\item\lifeskill\douseng.lua	1	0	1							
§Èu Khİ ChiÕn y phæ	2	1	433	1	1	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	C¸ch chÕ t¹o y phôc ThiÕu L©m Hé Ph¸p La H¸n.		ThÇn bİ	\script\item\lifeskill\hufaluohan.lua	1	0	1							
Trang Kh¸ch phôc phæ	2	1	434	1	1	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	C¸ch chÕ t¹o y phôc §­êng M«n Trang Kh¸ch.		ThÇn bİ	\script\item\lifeskill\zhuangke.lua	1	0	1							
Hé VÖ phôc phæ	2	1	435	1	1	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	C¸ch chÕ t¹o y phôc §­êng M«n Hé VÖ.		ThÇn bİ	\script\item\lifeskill\huwei.lua	1	0	1							
Bİ §éc y phæ	2	1	436	1	1	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	C¸ch chÕ t¹o y phôc §­êng M«n Bİ §éc Thİch Kh¸ch		ThÇn bİ	\script\item\lifeskill\miducike.lua	1	0	1							
Thanh T©m tè y phæ	2	1	437	1	1	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	C¸ch chÕ t¹o y phôc Nga My Thanh T©m.		ThÇn bİ	\script\item\lifeskill\qingxin.lua	1	0	1							
Th¸i Vò tè y phæ	2	1	438	1	1	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	C¸ch chÕ t¹o y phôc Nga My Th¸i Vò.		ThÇn bİ	\script\item\lifeskill\caiyu.lua	1	0	1							
Ph¸p V©n y phæ	2	1	439	1	1	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	C¸ch chÕ t¹o y phôc Nga My Tö Tróc Sø.		ThÇn bİ	\script\item\lifeskill\zizhushi.lua	1	0	1							
T­ Khóc tè y phæ	2	1	440	1	1	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	C¸ch chÕ t¹o y phôc Nga My T­ Khóc.		ThÇn bİ	\script\item\lifeskill\siqu.lua	1	0	1							
Ph¹n ¢m tè y phæ	2	1	441	1	1	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	C¸ch chÕ t¹o y phôc Nga My Ph¹n ¢m.		ThÇn bİ	\script\item\lifeskill\fanyin.lua	1	0	1							
Ph¸p ¢m y phæ	2	1	442	1	1	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	C¸ch chÕ t¹o y phôc Nga My H¶i NguyÖt Sø.		ThÇn bİ	\script\item\lifeskill\haiyushi.lua	1	0	1							
ChÊp B¸t Th­êng phæ	2	1	443	1	1	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	C¸ch chÕ t¹o y phôc C¸i Bang ChÊp B¸t.		ThÇn bİ	\script\item\lifeskill\chibo.lua	1	0	1							
Trõ Gian Th­êng phæ	2	1	444	1	1	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	C¸ch chÕ t¹o y phôc C¸i Bang Trõ Gian.		ThÇn bİ	\script\item\lifeskill\chujian.lua	1	0	1							
Tø H¶i y phôc phæ	2	1	445	1	1	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	C¸ch chÕ t¹o y phôc C¸i Bang Tø H¶i HiÖp.		ThÇn bİ	\script\item\lifeskill\sihaixia.lua	1	0	1							
KhiÕu Hoa y phæ	2	1	446	1	1	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	C¸ch chÕ t¹o y phôc C¸i bang KhiÕu Hoa.		ThÇn bİ	\script\item\lifeskill\jiaohua.lua	1	0	1							
Trõng ¸c Th­êng phæ	2	1	447	1	1	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	C¸ch chÕ t¹o y phôc C¸i Bang Trõng ¸c.		ThÇn bİ	\script\item\lifeskill\chenge.lua	1	0	1							
Tô NghÜa y phæ	2	1	448	1	1	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	C¸ch chÕ t¹o y phôc C¸i Bang B¸t §¹i §Ö Tö.		ThÇn bİ	\script\item\lifeskill\badaidizi.lua	1	0	1							
Thanh Tu bµo phæ	2	1	449	1	1	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	C¸ch chÕ t¹o y phôc Vâ §ang Thanh Tu.		ThÇn bİ	\script\item\lifeskill\qingxiu.lua	1	0	1							
NhËp Quan ph¸p bµo phæ	2	1	450	1	1	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	C¸ch chÕ t¹o y phôc Vâ §ang NhËp Quan.		ThÇn bİ	\script\item\lifeskill\ruguan.lua	1	0	1							
Tø T­îng ph¸p bµo phæ	2	1	451	1	1	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	C¸ch chÕ t¹o y phôc Vâ §ang V« Ng· ®¹o nh©n.		ThÇn bİ	\script\item\lifeskill\wuwodaoren.lua	1	0	1							
Thanh Phong bµo phæ	2	1	452	1	1	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	C¸ch chÕ t¹o y phôc Vâ §ang Thanh Phong.		ThÇn bİ	\script\item\lifeskill\qingfeng.lua	1	0	1							
