T©n Y phôc	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	(Ngo¹i, néi) phßng	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Biªn hiÖu bé trang bŞ ( 1-10 m«n ph¸1, 11- hîp thÓ trang bŞ)	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	§¸nh gi¸ ®¼ng cÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
Xu©n No·n th­êng	0	109	258	10	0	0	10							1	2	4		\image\item\cloth\´ºÅ¯ÉÑa1.spr	\image\item\cloth\´ºÅ¯ÉÑa0.spr	Nh©n gian nh­ ı, tø quı c¸t t­êng	½¿Ğ¡Å®Íâ×°ÇûÌå16	§· khãa		1	2	1		0					
V¨n CÈm Bµo	0	109	259	10	0	0	10						11	11	1	1		\image\item\other\ÎÄ¿ı»¨½õÅÛ£­±ê×¼a1.spr	\image\item\other\ÎÄ¿ı»¨½õÅÛ£­±ê×¼a0.spr	Ph¶i ®o¹t ®­îc danh hiÖu Cèng sÜ trong cuéc thi míi cã t­ c¸ch mÆc V¨n CÈm Bµo.	±ê×¼ÄĞ¿Æ¿¼Íâ×°01	§· khãa		1	2	1		0					
V¨n CÈm Bµo	0	109	260	10	0	0	10						11	11	1	1		\image\item\other\ÎÄ¿ı»¨½õÅÛ£­±ê×¼a1.spr	\image\item\other\ÎÄ¿ı»¨½õÅÛ£­±ê×¼a0.spr	Ph¶i ®o¹t ®­îc danh hiÖu Cèng sÜ trong cuéc thi míi cã t­ c¸ch mÆc V¨n CÈm Bµo.	±ê×¼ÄĞ¿Æ¿¼Íâ×°02	§· khãa		1	2	1		0					
V¨n CÈm Bµo	0	109	261	10	0	0	10						11	11	1	2		\image\item\other\ÎÄ¿ı»¨½õÅÛ£­¿ıÎàa1.spr	\image\item\other\ÎÄ¿ı»¨½õÅÛ£­¿ıÎàa0.spr	Ph¶i ®o¹t ®­îc danh hiÖu Cèng sÜ trong cuéc thi míi cã t­ c¸ch mÆc V¨n CÈm Bµo.	¿ıÎàÄĞ¿Æ¿¼Íâ×°01	§· khãa		1	2	1		0					
V¨n CÈm Bµo	0	109	262	10	0	0	10						11	11	1	2		\image\item\other\ÎÄ¿ı»¨½õÅÛ£­¿ıÎàa1.spr	\image\item\other\ÎÄ¿ı»¨½õÅÛ£­¿ıÎàa0.spr	Ph¶i ®o¹t ®­îc danh hiÖu Cèng sÜ trong cuéc thi míi cã t­ c¸ch mÆc V¨n CÈm Bµo.	¿ıÎàÄĞ¿Æ¿¼Íâ×°02	§· khãa		1	2	1		0					
V¨n CÈm Th­êng	0	109	263	10	0	0	10						11	11	2	3		\image\item\other\ÎÄ¿ı»¨½õÉÑ£­ĞÔ¸Ğa1.spr	\image\item\other\ÎÄ¿ı»¨½õÉÑ£­ĞÔ¸Ğa0.spr	Ph¶i ®o¹t ®­îc danh hiÖu Cèng sÜ trong cuéc thi míi cã t­ c¸ch mÆc V¨n CÈm Th­êng.	ĞÔ¸ĞÅ®¿Æ¿¼Íâ×°01	§· khãa		1	2	1		0					
V¨n CÈm Th­êng	0	109	264	10	0	0	10						11	11	2	3		\image\item\other\ÎÄ¿ı»¨½õÉÑ£­ĞÔ¸Ğa1.spr	\image\item\other\ÎÄ¿ı»¨½õÉÑ£­ĞÔ¸Ğa0.spr	Ph¶i ®o¹t ®­îc danh hiÖu Cèng sÜ trong cuéc thi míi cã t­ c¸ch mÆc V¨n CÈm Th­êng.	ĞÔ¸ĞÅ®¿Æ¿¼Íâ×°02	§· khãa		1	2	1		0					
V¨n CÈm Th­êng	0	109	265	10	0	0	10						11	11	2	3		\image\item\other\ÎÄ¿ı»¨½õÉÑ£­ĞÔ¸Ğa1.spr	\image\item\other\ÎÄ¿ı»¨½õÉÑ£­ĞÔ¸Ğa0.spr	Ph¶i ®o¹t ®­îc danh hiÖu Cèng sÜ trong cuéc thi míi cã t­ c¸ch mÆc V¨n CÈm Th­êng.	ĞÔ¸ĞÅ®¿Æ¿¼Íâ×°03	§· khãa		1	2	1		0					
V¨n CÈm Th­êng	0	109	266	10	0	0	10						11	11	2	3		\image\item\other\ÎÄ¿ı»¨½õÉÑ£­ĞÔ¸Ğa1.spr	\image\item\other\ÎÄ¿ı»¨½õÉÑ£­ĞÔ¸Ğa0.spr	Ph¶i ®o¹t ®­îc danh hiÖu Cèng sÜ trong cuéc thi míi cã t­ c¸ch mÆc V¨n CÈm Th­êng.	ĞÔ¸ĞÅ®¿Æ¿¼Íâ×°04	§· khãa		1	2	1		0					
V¨n CÈm Th­êng	0	109	267	10	0	0	10						11	11	2	3		\image\item\other\ÎÄ¿ı»¨½õÉÑ£­ĞÔ¸Ğa1.spr	\image\item\other\ÎÄ¿ı»¨½õÉÑ£­ĞÔ¸Ğa0.spr	Ph¶i ®o¹t ®­îc danh hiÖu Cèng sÜ trong cuéc thi míi cã t­ c¸ch mÆc V¨n CÈm Th­êng.	ĞÔ¸ĞÅ®¿Æ¿¼Íâ×°05	§· khãa		1	2	1		0					
V¨n CÈm Th­êng	0	109	268	10	0	0	10						11	11	2	3		\image\item\other\ÎÄ¿ı»¨½õÉÑ£­ĞÔ¸Ğa1.spr	\image\item\other\ÎÄ¿ı»¨½õÉÑ£­ĞÔ¸Ğa0.spr	Ph¶i ®o¹t ®­îc danh hiÖu Cèng sÜ trong cuéc thi míi cã t­ c¸ch mÆc V¨n CÈm Th­êng.	ĞÔ¸ĞÅ®¿Æ¿¼Íâ×°06	§· khãa		1	2	1		0					
V¨n CÈm Th­êng	0	109	269	10	0	0	10						11	11	2	3		\image\item\other\ÎÄ¿ı»¨½õÉÑ£­ĞÔ¸Ğa1.spr	\image\item\other\ÎÄ¿ı»¨½õÉÑ£­ĞÔ¸Ğa0.spr	Ph¶i ®o¹t ®­îc danh hiÖu Cèng sÜ trong cuéc thi míi cã t­ c¸ch mÆc V¨n CÈm Th­êng.	ĞÔ¸ĞÅ®¿Æ¿¼Íâ×°07	§· khãa		1	2	1		0					
V¨n CÈm Th­êng	0	109	270	10	0	0	10						11	11	2	4		\image\item\other\ÎÄ¿ı»¨½õÉÑ£­½¿Ğ¡a1.spr	\image\item\other\ÎÄ¿ı»¨½õÉÑ£­½¿Ğ¡a0.spr	Ph¶i ®o¹t ®­îc danh hiÖu Cèng sÜ trong cuéc thi míi cã t­ c¸ch mÆc V¨n CÈm Th­êng.	½¿Ğ¡Å®¿Æ¿¼Íâ×°01	§· khãa		1	2	1		0					
V¨n CÈm Th­êng	0	109	271	10	0	0	10						11	11	2	4		\image\item\other\ÎÄ¿ı»¨½õÉÑ£­½¿Ğ¡a1.spr	\image\item\other\ÎÄ¿ı»¨½õÉÑ£­½¿Ğ¡a0.spr	Ph¶i ®o¹t ®­îc danh hiÖu Cèng sÜ trong cuéc thi míi cã t­ c¸ch mÆc V¨n CÈm Th­êng.	½¿Ğ¡Å®¿Æ¿¼Íâ×°02	§· khãa		1	2	1		0					
V¨n CÈm Th­êng	0	109	272	10	0	0	10						11	11	2	4		\image\item\other\ÎÄ¿ı»¨½õÉÑ£­½¿Ğ¡a1.spr	\image\item\other\ÎÄ¿ı»¨½õÉÑ£­½¿Ğ¡a0.spr	Ph¶i ®o¹t ®­îc danh hiÖu Cèng sÜ trong cuéc thi míi cã t­ c¸ch mÆc V¨n CÈm Th­êng.	½¿Ğ¡Å®¿Æ¿¼Íâ×°03	§· khãa		1	2	1		0					
V¨n CÈm Th­êng	0	109	273	10	0	0	10						11	11	2	4		\image\item\other\ÎÄ¿ı»¨½õÉÑ£­½¿Ğ¡a1.spr	\image\item\other\ÎÄ¿ı»¨½õÉÑ£­½¿Ğ¡a0.spr	Ph¶i ®o¹t ®­îc danh hiÖu Cèng sÜ trong cuéc thi míi cã t­ c¸ch mÆc V¨n CÈm Th­êng.	½¿Ğ¡Å®¿Æ¿¼Íâ×°04	§· khãa		1	2	1		0					
V¨n CÈm Th­êng	0	109	274	10	0	0	10						11	11	2	4		\image\item\other\ÎÄ¿ı»¨½õÉÑ£­½¿Ğ¡a1.spr	\image\item\other\ÎÄ¿ı»¨½õÉÑ£­½¿Ğ¡a0.spr	Ph¶i ®o¹t ®­îc danh hiÖu Cèng sÜ trong cuéc thi míi cã t­ c¸ch mÆc V¨n CÈm Th­êng.	½¿Ğ¡Å®¿Æ¿¼Íâ×°05	§· khãa		1	2	1		0					
V¨n CÈm Th­êng	0	109	275	10	0	0	10						11	11	2	4		\image\item\other\ÎÄ¿ı»¨½õÉÑ£­½¿Ğ¡a1.spr	\image\item\other\ÎÄ¿ı»¨½õÉÑ£­½¿Ğ¡a0.spr	Ph¶i ®o¹t ®­îc danh hiÖu Cèng sÜ trong cuéc thi míi cã t­ c¸ch mÆc V¨n CÈm Th­êng.	½¿Ğ¡Å®¿Æ¿¼Íâ×°06	§· khãa		1	2	1		0					
V¨n CÈm Th­êng	0	109	276	10	0	0	10						11	11	2	4		\image\item\other\ÎÄ¿ı»¨½õÉÑ£­½¿Ğ¡a1.spr	\image\item\other\ÎÄ¿ı»¨½õÉÑ£­½¿Ğ¡a0.spr	Ph¶i ®o¹t ®­îc danh hiÖu Cèng sÜ trong cuéc thi míi cã t­ c¸ch mÆc V¨n CÈm Th­êng.	½¿Ğ¡Å®¿Æ¿¼Íâ×°07	§· khãa		1	2	1		0					
Hoµng Kim Gi¸p tiªu chuÈn	0	109	277	10	0	0	10							1	1	1		\image\item\cloth\ÄĞ»Æ½ğ¼×a1.spr	\image\item\cloth\ÄĞ»Æ½ğ¼×a0.spr	Y phôc ®Ñp ®Ï, v« cïng rùc rì	±ê×¼ÄĞ»Æ½ğ¼×	§· khãa		1	2	1		0					
Hoµng Kim Gi¸p_kh«i ng«	0	109	278	10	0	0	10							1	1	2		\image\item\cloth\ÄĞ»Æ½ğ¼×a1.spr	\image\item\cloth\ÄĞ»Æ½ğ¼×a0.spr	Y phôc ®Ñp ®Ï, v« cïng rùc rì	¿ıÎàÄĞ»Æ½ğ¼×	§· khãa		1	2	1		0					
Hoµng Kim Gi¸p_gîi c¶m	0	109	279	10	0	0	10							1	2	3		\image\item\cloth\Å®»Æ½ğ¼×a1.spr	\image\item\cloth\Å®»Æ½ğ¼×a0.spr	Y phôc ®Ñp ®Ï, v« cïng rùc rì	ĞÔ¸ĞÅ®»Æ½ğ¼×	§· khãa		1	2	1		0					
Hoµng Kim Gi¸p_KiÒu n÷	0	109	280	10	0	0	10							1	2	4		\image\item\cloth\Å®»Æ½ğ¼×a1.spr	\image\item\cloth\Å®»Æ½ğ¼×a0.spr	Y phôc ®Ñp ®Ï, v« cïng rùc rì	½¿Ğ¡Å®»Æ½ğ¼×	§· khãa		1	2	1		0					
Tèng qu©n trang(Nam tiªu chuÈn)	0	109	992	10	0	0	10						11	1	1	1		\image\item\cloth\ËÎ¹úÕ½ÅÛa1.spr	\image\item\cloth\ËÎ¹úÕ½ÅÛa0.spr	ChiÕn y dµnh cho nh÷ng ai lËp chiÕn c«ng lín. <enter><color=Gold>(Qu©n hµm yªu cÇu: Tèng §« Thèng)	±ê×¼ÄĞËÎ¾üÍâ×°	Th­îng y	\script\newbattles\battle_equipment_item.lua	1	2	1		0					
Tèng qu©n trang (Nam Kh«i ng«)	0	109	993	10	0	0	10						11	1	1	2		\image\item\cloth\ËÎ¹úÕ½ÅÛa1.spr	\image\item\cloth\ËÎ¹úÕ½ÅÛa0.spr	ChiÕn y dµnh cho nh÷ng ai lËp chiÕn c«ng lín. <enter><color=Gold>(Qu©n hµm yªu cÇu: Tèng §« Thèng)	¿ıÎàÄĞËÎ¾üÍâ×°	Th­îng y	\script\newbattles\battle_equipment_item.lua	1	2	1		0					
Tèng qu©n trang (N÷ gîi c¶m )	0	109	994	10	0	0	10						11	1	2	3		\image\item\cloth\ËÎ¹úÕ½ÅÛa1.spr	\image\item\cloth\ËÎ¹úÕ½ÅÛa0.spr	ChiÕn y dµnh cho nh÷ng ai lËp chiÕn c«ng lín. <enter><color=Gold>(Qu©n hµm yªu cÇu: Tèng §« Thèng)	ĞÔ¸ĞÅ®ËÎ¾üÍâ×°	Th­îng y	\script\newbattles\battle_equipment_item.lua	1	2	1		0					
Tèng qu©n trang (KiÒu n÷ )	0	109	995	10	0	0	10						11	1	2	4		\image\item\cloth\ËÎ¹úÕ½ÅÛa1.spr	\image\item\cloth\ËÎ¹úÕ½ÅÛa0.spr	ChiÕn y dµnh cho nh÷ng ai lËp chiÕn c«ng lín. <enter><color=Gold>(Qu©n hµm yªu cÇu: Tèng §« Thèng)	½¿Ğ¡Å®ËÎ¾üÍâ×°	Th­îng y	\script\newbattles\battle_equipment_item.lua	1	2	1		0					
Liªu qu©n trang(Nam tiªu chuÈn)	0	109	996	10	0	0	10						11	1	1	1		\image\item\cloth\ÁÉ¹úÕ½ÅÛa1.spr	\image\item\cloth\ÁÉ¹úÕ½ÅÛa0.spr	ChiÕn y dµnh cho nh÷ng ai lËp chiÕn c«ng lín. <enter><color=Gold>(Qu©n hµm yªu cÇu: Liªu §« Thèng)	±ê×¼ÄĞÁÉ¾üÍâ×°	Th­îng y	\script\newbattles\battle_equipment_item.lua	1	2	1		0					
Liªu qu©n trang (Nam Kh«i ng«)	0	109	997	10	0	0	10						11	1	1	2		\image\item\cloth\ÁÉ¹úÕ½ÅÛa1.spr	\image\item\cloth\ÁÉ¹úÕ½ÅÛa0.spr	ChiÕn y dµnh cho nh÷ng ai lËp chiÕn c«ng lín. <enter><color=Gold>(Qu©n hµm yªu cÇu: Liªu §« Thèng)	¿ıÎàÄĞÁÉ¾üÍâ×°	Th­îng y	\script\newbattles\battle_equipment_item.lua	1	2	1		0					
Liªu qu©n trang (N÷ gîi c¶m )	0	109	998	10	0	0	10						11	1	2	3		\image\item\cloth\ÁÉ¹úÕ½ÅÛa1.spr	\image\item\cloth\ÁÉ¹úÕ½ÅÛa0.spr	ChiÕn y dµnh cho nh÷ng ai lËp chiÕn c«ng lín. <enter><color=Gold>(Qu©n hµm yªu cÇu: Liªu §« Thèng)	ĞÔ¸ĞÅ®ÁÉ¾üÍâ×°	Th­îng y	\script\newbattles\battle_equipment_item.lua	1	2	1		0					
Liªu qu©n trang (KiÒu n÷ )	0	109	999	10	0	0	10						11	1	2	4		\image\item\cloth\ÁÉ¹úÕ½ÅÛa1.spr	\image\item\cloth\ÁÉ¹úÕ½ÅÛa0.spr	ChiÕn y dµnh cho nh÷ng ai lËp chiÕn c«ng lín. <enter><color=Gold>(Qu©n hµm yªu cÇu: Liªu §« Thèng)	½¿Ğ¡Å®ÁÉ¾üÍâ×°	Th­îng y	\script\newbattles\battle_equipment_item.lua	1	2	1		0					
Thµnh Chñ TriÒu Phôc	0	109	300	10	0	0	300						11	1	1	1		\image\item\cloth\Ì«ÊØ×°¡ª±ê×¼ÄĞa1.spr	\image\item\cloth\Ì«ÊØ×°¡ª±ê×¼ÄĞa0.spr	Quan Phôc cña Th¸i Thó, t­îng tr­ng ®Şa vŞ lµ quyÒn lùc	±ê×¼ÄĞÌ«ÊØÒÂ	Th­îng y		1	2	1		0					
Thµnh Chñ TriÒu Phôc	0	109	301	10	0	0	300						11	1	1	2		\image\item\cloth\Ì«ÊØ×°¡ª±ëº·ÄĞa1.spr	\image\item\cloth\Ì«ÊØ×°¡ª±ëº·ÄĞa0.spr	Quan Phôc cña Th¸i Thó, t­îng tr­ng ®Şa vŞ lµ quyÒn lùc	¿ıÎàÄĞÌ«ÊØÒÂ	Th­îng y		1	2	1		0					
QuËn Chñ TriÒu Phôc	0	109	302	10	0	0	300						11	1	2	3		\image\item\cloth\Ì«ÊØ×°¡ªĞÔ¸ĞÅ®a1.spr	\image\item\cloth\Ì«ÊØ×°¡ªĞÔ¸ĞÅ®a0.spr	Trang phôc cña QuËn Chóa, t­îng tr­ng ®Şa vŞ vµ quyÒn lùc.	ĞÔ¸ĞÅ®Ì«ÊØÒÂ	Th­îng y		1	2	1		0					
QuËn Chñ TriÒu Phôc	0	109	303	10	0	0	300						11	1	2	4		\image\item\cloth\Ì«ÊØ×°¡ª½¿Ğ¡Å®a1.spr	\image\item\cloth\Ì«ÊØ×°¡ª½¿Ğ¡Å®a0.spr	Trang phôc cña QuËn Chóa, t­îng tr­ng ®Şa vŞ vµ quyÒn lùc.	½¿Ğ¡Å®Ì«ÊØÒÂ	Th­îng y		1	2	1		0					
Qu©n S­ Bµo	0	109	304	10	0	0	300						11	1	1	1		\image\item\cloth\Ê¦Ò¯×°¡ªÄĞa1.spr	\image\item\cloth\Ê¦Ò¯×°¡ªÄĞa0.spr	Th«ng minh tµi trİ, lµ t©m phóc cña Thµnh Chñ	±ê×¼ÄĞÊ¦Ò¯ÒÂ	Th­îng y		1	2	1		0					
Qu©n S­ Bµo	0	109	305	10	0	0	300						11	1	1	2		\image\item\cloth\Ê¦Ò¯×°¡ªÄĞa1.spr	\image\item\cloth\Ê¦Ò¯×°¡ªÄĞa0.spr	Th«ng minh tµi trİ, lµ t©m phóc cña Thµnh Chñ	¿ıÎàÄĞÊ¦Ò¯ÒÂ	Th­îng y		1	2	1		0					
Qu©n S­ Bµo	0	109	306	10	0	0	300						11	1	2	3		\image\item\cloth\Ê¦Ò¯×°¡ªĞÔ¸ĞÅ®a1.spr	\image\item\cloth\Ê¦Ò¯×°¡ªĞÔ¸ĞÅ®a0.spr	Th«ng minh tµi trİ, lµ t©m phóc cña Thµnh Chñ	ĞÔ¸ĞÅ®Ê¦Ò¯ÒÂ	Th­îng y		1	2	1		0					
Qu©n S­ Bµo	0	109	307	10	0	0	300						11	1	2	4		\image\item\cloth\Ê¦Ò¯×°¡ª½¿Ğ¡Å®a1.spr	\image\item\cloth\Ê¦Ò¯×°¡ª½¿Ğ¡Å®a0.spr	Th«ng minh tµi trİ, lµ t©m phóc cña Thµnh Chñ	½¿Ğ¡Å®Ê¦Ò¯ÒÂ	Th­îng y		1	2	1		0					
Danh Bé Y	0	109	308	10	0	0	200						 	1	1	1		\image\item\cloth\²¶¿ì×°ÒÂ·ş¡ªÄĞa1.spr	\image\item\cloth\²¶¿ì×°ÒÂ·ş¡ªÄĞa0.spr	§ån r»ng Lç Danh Bé QuyÒn trÊn Quan T©y ®· mÆc trang phôc uy dòng nµy	±ê×¼ÄĞ²¶¿ìÒÂ	Th­îng y		1	2	1		0					
Danh Bé Y	0	109	309	10	0	0	200						 	1	1	2		\image\item\cloth\²¶¿ì×°ÒÂ·ş¡ªÄĞa1.spr	\image\item\cloth\²¶¿ì×°ÒÂ·ş¡ªÄĞa0.spr	§ån r»ng Lç Danh Bé QuyÒn trÊn Quan T©y ®· mÆc trang phôc uy dòng nµy, ngay c¶ kİch cì còng gièng nhau	¿ıÎàÄĞ²¶¿ìÒÂ	Th­îng y		1	2	1		0					
Danh Bé Y	0	109	310	10	0	0	200						 	1	2	3		\image\item\cloth\²¶¿ì×°ÒÂ·ş¡ªÅ®a1.spr	\image\item\cloth\²¶¿ì×°ÒÂ·ş¡ªÅ®a0.spr	§ån r»ng Lç Danh Bé QuyÒn trÊn Quan T©y ®· mÆc trang phôc uy dòng nµy	ĞÔ¸ĞÅ®²¶¿ìÒÂ	Th­îng y		1	2	1		0					
Danh Bé Y	0	109	311	10	0	0	200						 	1	2	4		\image\item\cloth\²¶¿ì×°ÒÂ·ş¡ªÅ®a1.spr	\image\item\cloth\²¶¿ì×°ÒÂ·ş¡ªÅ®a0.spr	§ån r»ng Lç Danh Bé QuyÒn trÊn Quan T©y ®· mÆc trang phôc uy dòng nµy	½¿Ğ¡Å®²¶¿ìÒÂ	Th­îng y		1	2	1		0					
Linh Lung phôc søc (®á)	0	109	281	10	0	0	100							1	2	3		\image\item\cloth\Ááçç·şÊÎĞÔ¸Ğa1.spr	\image\item\cloth\Ááçç·şÊÎĞÔ¸Ğa0.spr	Linh Lung phôc søc, mµu ®á, biÓu t­îng cho ng­êi th«ng minh.	ĞÔ¸ĞÅ®ÒÂÁáççºì	§· khãa		1	2	1		0					
Linh Lung phôc søc (vµng)	0	109	282	10	0	0	100							1	2	3		\image\item\cloth\Ááçç·şÊÎĞÔ¸Ğa1.spr	\image\item\cloth\Ááçç·şÊÎĞÔ¸Ğa0.spr	Linh Lung phôc søc, mµu vµng, biÓu t­îng cho ng­êi th«ng minh.	ĞÔ¸ĞÅ®ÒÂÁáçç»Æ	§· khãa		1	2	1		0					
Linh Lung phôc søc (hång)	0	109	283	10	0	0	100							1	2	3		\image\item\cloth\Ááçç·şÊÎĞÔ¸Ğa1.spr	\image\item\cloth\Ááçç·şÊÎĞÔ¸Ğa0.spr	Linh Lung phôc søc, mµu hång, biÓu t­îng cho ng­êi th«ng minh.	ĞÔ¸ĞÅ®ÒÂÁáçç·Û	§· khãa		1	2	1		0					
Linh Lung phôc søc (tİm)	0	109	284	10	0	0	100							1	2	3		\image\item\cloth\Ááçç·şÊÎĞÔ¸Ğa1.spr	\image\item\cloth\Ááçç·şÊÎĞÔ¸Ğa0.spr	Linh Lung phôc søc, mµu tİm, biÓu t­îng cho ng­êi th«ng minh.	ĞÔ¸ĞÅ®ÒÂÁáçç×Ï	§· khãa		1	2	1		0					
Linh Lung phôc søc (lam)	0	109	285	10	0	0	100							1	2	3		\image\item\cloth\Ááçç·şÊÎĞÔ¸Ğa1.spr	\image\item\cloth\Ááçç·şÊÎĞÔ¸Ğa0.spr	Linh Lung phôc søc, mµu lam, biÓu t­îng cho ng­êi th«ng minh.	ĞÔ¸ĞÅ®ÒÂÁáççÀ¶	§· khãa		1	2	1		0					
Linh Lung phôc søc (lôc)	0	109	286	10	0	0	100							1	2	3		\image\item\cloth\Ááçç·şÊÎĞÔ¸Ğa1.spr	\image\item\cloth\Ááçç·şÊÎĞÔ¸Ğa0.spr	Linh Lung phôc søc, mµu lôc, biÓu t­îng cho ng­êi th«ng minh.	ĞÔ¸ĞÅ®ÒÂÁáççÂÌ	§· khãa		1	2	1		0					
Linh Lung phôc søc (®á)	0	109	287	10	0	0	100							1	2	4		\image\item\cloth\Ááçç·şÊÎ½¿Ğ¡a1.spr	\image\item\cloth\Ááçç·şÊÎ½¿Ğ¡a0.spr	Linh Lung phôc søc, mµu ®á, biÓu t­îng cho ng­êi th«ng minh.	½¿Ğ¡Å®ÒÂÁáççºì	§· khãa		1	2	1		0					
Linh Lung phôc søc (vµng)	0	109	288	10	0	0	100							1	2	4		\image\item\cloth\Ááçç·şÊÎ½¿Ğ¡a1.spr	\image\item\cloth\Ááçç·şÊÎ½¿Ğ¡a0.spr	Linh Lung phôc søc, mµu vµng, biÓu t­îng cho ng­êi th«ng minh.	½¿Ğ¡Å®ÒÂÁáçç»Æ	§· khãa		1	2	1		0					
Linh Lung phôc søc (hång)	0	109	289	10	0	0	100							1	2	4		\image\item\cloth\Ááçç·şÊÎ½¿Ğ¡a1.spr	\image\item\cloth\Ááçç·şÊÎ½¿Ğ¡a0.spr	Linh Lung phôc søc, mµu hång, biÓu t­îng cho ng­êi th«ng minh.	½¿Ğ¡Å®ÒÂÁáçç·Û	§· khãa		1	2	1		0					
Linh Lung phôc søc (tİm)	0	109	290	10	0	0	100							1	2	4		\image\item\cloth\Ááçç·şÊÎ½¿Ğ¡a1.spr	\image\item\cloth\Ááçç·şÊÎ½¿Ğ¡a0.spr	Linh Lung phôc søc, mµu tİm, biÓu t­îng cho ng­êi th«ng minh.	½¿Ğ¡Å®ÒÂÁáçç×Ï	§· khãa		1	2	1		0					
Linh Lung phôc søc (lam)	0	109	291	10	0	0	100							1	2	4		\image\item\cloth\Ááçç·şÊÎ½¿Ğ¡a1.spr	\image\item\cloth\Ááçç·şÊÎ½¿Ğ¡a0.spr	Linh Lung phôc søc, mµu lam, biÓu t­îng cho ng­êi th«ng minh.	½¿Ğ¡Å®ÒÂÁáççÀ¶	§· khãa		1	2	1		0					
Linh Lung phôc søc (lôc)	0	109	292	10	0	0	100							1	2	4		\image\item\cloth\Ááçç·şÊÎ½¿Ğ¡a1.spr	\image\item\cloth\Ááçç·şÊÎ½¿Ğ¡a0.spr	Linh Lung phôc søc, mµu lôc, biÓu t­îng cho ng­êi th«ng minh.	½¿Ğ¡Å®ÒÂÁáççÂÌ	§· khãa		1	2	1		0					
Tiªu Dao Th­êng (sen lôc)	0	109	398	10	0	0	100							1	2	4		\image\item\cloth\åĞÒ£ÉÑ½¿Ğ¡a1.spr	\image\item\cloth\åĞÒ£ÉÑ½¿Ğ¡a0.spr	Tiªu Dao Th­êng, trang phôc n÷ mµu sen lôc.	½¿Ğ¡Å®åĞÒ£ÒÂºÚ	§· khãa		1	2	1		0					
Tiªu Dao Th­êng (tİm than)	0	109	399	10	0	0	100							1	2	4		\image\item\cloth\åĞÒ£ÉÑ½¿Ğ¡a1.spr	\image\item\cloth\åĞÒ£ÉÑ½¿Ğ¡a0.spr	Tiªu Dao Th­êng, trang phôc n÷ mµu tİm than.	½¿Ğ¡Å®åĞÒ£ÒÂ×Ï	§· khãa		1	2	1		0					
Tiªu Dao Th­êng (xanh biÓn)	0	109	400	10	0	0	100							1	2	4		\image\item\cloth\åĞÒ£ÉÑ½¿Ğ¡a1.spr	\image\item\cloth\åĞÒ£ÉÑ½¿Ğ¡a0.spr	Tiªu Dao Th­êng, trang phôc n÷ mµu xanh biÓn.	½¿Ğ¡Å®åĞÒ£ÒÂÀ¶	§· khãa		1	2	1		0					
Tiªu Dao Th­êng (hång m¬ méng)	0	109	401	10	0	0	100							1	2	4		\image\item\cloth\åĞÒ£ÉÑ½¿Ğ¡a1.spr	\image\item\cloth\åĞÒ£ÉÑ½¿Ğ¡a0.spr	Tiªu Dao Th­êng, trang phôc n÷ mµu m¬ méng.	½¿Ğ¡Å®åĞÒ£ÒÂÂÌ	§· khãa		1	2	1		0					
Tiªu Dao Th­êng (®á hoa hång)	0	109	402	10	0	0	100							1	2	4		\image\item\cloth\åĞÒ£ÉÑ½¿Ğ¡a1.spr	\image\item\cloth\åĞÒ£ÉÑ½¿Ğ¡a0.spr	Tiªu Dao Th­êng, trang phôc n÷ mµu ®á hoa hång.	½¿Ğ¡Å®åĞÒ£ÒÂ×Ø	§· khãa		1	2	1		0					
Tiªu Dao Th­êng (sen lôc)	0	109	408	10	0	0	100							1	2	3		\image\item\cloth\åĞÒ£ÉÑĞÔ¸Ğa1.spr	\image\item\cloth\åĞÒ£ÉÑĞÔ¸Ğa0.spr	Tiªu Dao Th­êng, trang phôc n÷ mµu sen lôc.	ĞÔ¸ĞÅ®åĞÒ£ÒÂºÚ	§· khãa		1	2	1		0					
Tiªu Dao Th­êng (tİm than)	0	109	409	10	0	0	100							1	2	3		\image\item\cloth\åĞÒ£ÉÑĞÔ¸Ğa1.spr	\image\item\cloth\åĞÒ£ÉÑĞÔ¸Ğa0.spr	Tiªu Dao Th­êng, trang phôc n÷ mµu tİm than.	ĞÔ¸ĞÅ®åĞÒ£ÒÂ×Ï	§· khãa		1	2	1		0					
