ID	Name	Type	EffectDesc	BGDesc	AniPlaySpeed	AniBurstSkillOnHorse	AniEndSkillOnHorse	AniBurstSkillNotOnHorse	AniEndSkillNotOnHorse	LauncherBurstSFX_1	LauncherBurstSFXPos_1	LauncherBurstSFXWaittime_1	LauncherBurstSFX_2	LauncherBurstSFXPos_2	LauncherBurstSFXWaittime_2	LauncherEndSFX	LauncherEndSFXPos	LauncherEndSFXWaittime	TargetSFX	TargetSFXPos	PersistSFX_1	PersistSFXPos_1	PersistSFX_2	PersistSFXPos_2	LauncherBurstSound_1	LauncherBurstSoundWaittime_1	LauncherBurstSound_2	LauncherBurstSoundWaittime_2	TargetSound	PersistSound	Blade	BladeAni	BladeMtl	BlurNum	BlurInterval	Icon	Desc	NameColor	SubSkill1Name	SubSkill1Desc	SubSkill2Name	SubSkill2Desc	SubSkillOwnerID
346	HuyÒn ¢m KiÕm (NhŞ Tö)																																						N¹i Hµ Håi M©u		Minh Phong LiÖt Ph¸ch		
275	HuyÒn ¢m KiÕm (chiªu 1)									Îäµ±\417_a(µØÄşĞşÒõ½£).3e	1														Îäµ±\µØÄşĞşÒõ½£A.wav																		
276	HuyÒn ¢m KiÕm (chiªu 2)									Îäµ±\417_a(µØÄşĞşÒõ½£).3e	1														Îäµ±\µØÄşĞşÒõ½£A.wav																		
143	ThuÇn D­¬ng KiÕm.	<color=Green3> C«ng kİch Néi c«ng (cao cÊp)	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White>®iÓm<enter>8 ®­êng ThuÇn D­¬ng kiÕm khİ phãng ra<enter>Thøc 1: <color=Blue1>[=damage_0] ®iÓm,<color=White> tÊn c«ng <color=Blue1>6 <color=White>lÇn<enter>Thøc 2: <color=Blue1>[=278=damage_0] ®iÓm<enter><color=White>Thøc thø 3 <color=Blue1>[=279=damage_0] ®iÓm<enter><color=Gray>(Ngò hµnh Háa)<enter><color=Gray>(HiÖu qu¶ liªn quan Néi c«ng)		100			ÌìÇå´¿Ñô½£		Îäµ±\418_a(ÌìÇå´¿Ñô½£).3e	1																				½£.blade	±ê×¼ÄĞ.Ani	ºìÉ«.Mtl			ÌìÇå´¿Ñô½£.spr	KiÕm ph¸p cao cÊp hÖ Háa.<enter>ThuÇn D­¬ng KiÕm Khİ ph¸t ra, ®øng gÇn khã tr¸nh s¸t th­¬ng	Gold	Cöu ChuyÓn D­¬ng Chİ	<color=White>Mçi gi©y <color=Blue1>200 <color=White> ®iÓm s¸t th­¬ng duy tr× trong 10 gi©y	Thiªn D­¬ng YÓm NhËt	<color=White>Mçi gi©y <color=Blue1>280 <color=White> ®iÓm s¸t th­¬ng duy tr× trong 10 gi©y<enter><color=White> gi¶m <color=Blue1>30% <color=White>  tèc ®é tÊn c«ng cña ®èi ph­¬ng duy tr× trong 10 gi©y	279
144	B¸t Qu¸i KiÕm Khİ	<color=Green3> C«ng kİch Néi c«ng (cao cÊp)	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White>®iÓm<enter>B¸t Qu¸i kiÕm khİ s¸t th­¬ng ®Ønh ®iÓm sau ®ã táa ra 8 h­íng<enter>Thøc 1: <color=Blue1>[=damage_0] ®iÓm<enter><color=White>Thøc thø 2 <color=Blue1>[=283=damage_0] ®iÓm, <color=White>tÊn c«ng <color=Blue1>8 <color=White>h­íng<enter><color=Gray>(Ngò hµnh Thæ)<enter><color=Gray>(HiÖu qu¶ liªn quan Néi c«ng)		100			°ËØÔ½£Æø																	Îäµ±\°ËØÔ½£ÆøB.wav,Ø¤°ï\ÁùºÏÈ­·¨B.wav	64					½£.blade	±ê×¼ÄĞ.Ani	°×É«2.Mtl			°ËØÔ½£Æø.spr	KiÕm ph¸p cao cÊp hÖ Thæ, dïng b¸t qu¸i trËn khãa chÆt kÎ ®Şch.<enter>Cã thÓ g©y ra s¸t th­¬ng lín	Gold	KiÕm Phi Kinh Thiªn	<color=White>Lùc tÊn c«ng+ <color=Blue1>70%	HuyÒn NhÊt V« T­îng	<color=White>Lùc tÊn c«ng+ <color=Blue1>100%<enter><color=White>®øng yªn <color=Blue1>4 <color=White>gi©y	
284	B¸t Qu¸i KiÕm Khİ (chiªu 1)																								Îäµ±\°ËØÔ½£ÆøB.wav,Ø¤°ï\ÁùºÏÈ­·¨B.wav	64																	
285	B¸t Qu¸i KiÕm Khİ (chiªu 2)																								Îäµ±\°ËØÔ½£ÆøB.wav,Ø¤°ï\ÁùºÏÈ­·¨B.wav	64																	
145	Ch©n Vò ThÊt TiÖt KiÕm	<color=Green3> C«ng kİch Néi c«ng (cao cÊp)	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White>®iÓm<enter>KiÕm khİ s¸t th­¬ng trªn ®iÖn réng<enter>Lùc tÊn c«ng <color=Blue1>[=damage_0] ®iÓm, <color=White>sè kiÕm khİ <color=Blue1>7 <color=White>®­êng<enter><color=Gray>(Ngò hµnh Kh«ng)<enter><color=Gray>(HiÖu qu¶ liªn quan Néi c«ng)		100			ÕæÎäÆß½Ø½£		Îäµ±\420_a(ÕæÎäÆß½Ø½£).3e	1	24													Îäµ±\ÕæÎäÆß½Ø½£A.wav	27					½£.blade	±ê×¼ÄĞ.Ani	°×É«2.Mtl			ÕæÎäÆß½Ø½£.spr	Vâ §ang kiÕm ph¸p cao cÊp, s¸t th­¬ng diÖn réng<enter>Ng­êi th­êng khã chèng ®ì næi	Gold	ThÊt Tinh L¹c Tr­êng Kh«ng	<color=White>T¨ng søc tÊn c«ng <color=Blue1>50%<enter><color=White>T¨ng s¸t th­¬ng <color=Blue1>200 <color=White>®iÓm<enter><color=White>Lµm cho¸ng <color=Blue1>2<color=White> gi©y	B¾c §Èu ChuyÓn Th¸i H­	<color=White>T¨ng søc tÊn c«ng <color=Blue1>100%<enter><color=White>T¨ng s¸t th­¬ng <color=Blue1>300 <color=White>®iÓm<enter><color=White>Lµm cho¸ng trong <color=Blue1>3<color=White> gi©y	
287	Ch©n Vò ThÊt TiÖt KiÕm (chiªu 1)									Îäµ±\420_a(ÕæÎäÆß½Ø½£).3e	1														Îäµ±\ÕæÎäÆß½Ø½£A.wav	27																	
288	Ch©n Vò ThÊt TiÖt KiÕm (chiªu 2)									Îäµ±\420_a(ÕæÎäÆß½Ø½£).3e	1														Îäµ±\ÕæÎäÆß½Ø½£A.wav	27																	
146	V« Th­îng Th¸i Cùc KiÕm	<color=Gold> Vâ c«ng TrÊn ph¸i	<color=White>S¸t khİ tiªu hao <color=Red1>[=cost_momentum] <color=White>«<enter>ChuyÓn Th¸i Cùc Ch©n Khİ thµnh <color=Gold>Th¸i Cùc KiÕm TrËn<color=White>, ph¸t nhiÒu kiÕm cïng lóc<enter>Mçi gi©y phi kiÕm <color=Blue1>[=skill_display_persist_time] <color=White>®­êng<enter>Mçi ®­êng t¹o thµnh s¸t th­¬ng lªn môc tiªu <color=Blue1>[=imme_0]% <color=White><enter>Víi NPC c«ng kİch v­ît møc <color=Blue1>[=damage_0] <color=White>®iÓm<enter><color=White>Trong qu¸ tr×nh ph¸t chiªu, <color=Blue1>[=544=state_1]% <color=White>kh¸ng mäi tr¹ng th¸i phô<enter><color=White>Phi kiÕmThêi gian duy tr× ph¸t chiªu <color=Green1>[=missle_generate_data/18] <color=White>gi©y<enter><color=Gray> (Ngò hµnh do vò khİ quyÕt ®Şnh)	<enter> Th¸i cùc sinh L­ìng Nghi, L­ìng Nghi sinh Tø T­îng, Tø T­îng sinh B¸t Qu¸i<enter> Vâ c«ng Vâ ®ang dùa theo nguyªn lı ®ã mµ h×nh nªn	100			ÎŞÉÏÌ«¼«½£		Îäµ±\ÎŞÉÏÌ«¼«½£_a1.3e	5	-54	Îäµ±\ÎŞÉÏÌ«¼«½£_a2.3e	5	18										Îäµ±\ÎŞÉÏÌ«¼«½£A1.wav	-1	Îäµ±\ÎŞÉÏÌ«¼«½£A2.wav	18						5	500	ÎŞÉÏÌ«¼«½£.spr	HÊp thu tinh hoa cña trêi ®Êt, uy lùc v« song<enter>	Gold	La bµn		Tam Hoµn Thao NguyÖt		
147	Vâ §ang Kú Kinh	<color=Purple> NhËp m«n	<color=White>Yªu cÇu vò khİ <color=Blue1>bót<enter><color=White><enter><color=White>Tû lÖ nĞ tr¸nh t¨ng <color=Blue1>5%{<enter><color=White>T¨ng tèc ®é håi phôc ngo¹i c«ng <color=Blue1>[=state_1]%}<enter><color=Blue1>Söa phßng ngù l­u ph¸i<enter><color=Blue1>Söa hiÖu qu¶ d­îc liÖu<enter><color=Blue1>Th©n ph¸p t¨ng ngo¹i c«ng<enter><color=Blue1>Linh ho¹t t¨ng ngo¹i c«ng		100																															Îäµ±Ææ¾­.spr	Vâ §ang tôc gia ®Ö tö nhËp m«n t©m ph¸p, n©ng cao ı chİ chiÕn ®Êu	Gold					
148	Vâ §ang Bót ph¸p	<color=Purple> Vâ c«ng bŞ ®éng	<color=White>Tû lÖ lÜnh héi ¶nh h­ëng Linh ho¹t <color=Blue1>[=state_0]%<enter><color=White>T¨ng s¸t th­¬ng bót <color=Blue1>[=state_2] <color=White>®iÓm <enter><color=Gray>(HiÖu qu¶ liªn quan Linh ho¹t)		100																															Îäµ±±Ê·¨.spr	Bót ph¸p c¬ b¶n n©ng cao kü x¶o bót ph¸p	Gold					
149	Th¸i Êt Tiªu Diªu C«ng	<color=Red3> Hç trî c«ng kİch chİnh diÖn (c«ng ph¸p c­êng lùc)	<color=White>Tiªu hao néi lùc <color=Red1>[=cost_mana_point] <color=White>®iÓm<enter>ph¸t ®éng <color=Blue1>Th¸i Êt Bót Ph¸p<enter><color=White>C«ng kİch th­êng cã tû lÖ liªn kİch<enter>Lùc liªn kİch <color=Blue1>[=289=damage_0]<enter><color=White>duy tr× <color=Green1>180 <color=White>gi©y<enter><color=White>Gi·n c¸ch xuÊt chiªu <color=Green1>60 <color=White>gi©y<enter><color=Gray>(HiÖu qu¶ liªn quan ®Õn linh ho¹t, th©n ph¸p)		100			Ì«ÒÒåĞÒ£¹¦		Îäµ±\422_a(Ì«ÒÒåĞÒ£¹¦).3e	1										Îäµ±\422_b(Ì«ÒÒåĞÒ£¹¦).3e	1			Îäµ±\Ì«ÒÒåĞÒ£¹¦.wav						±Ê.blade	±ê×¼ÄĞ.Ani	°×É«1.Mtl			Ì«ÒÒåĞÒ£¹¦.spr	Vâ §ang bót ph¸p s¬ cÊp, dïng bót tÊn c«ng kÎ ®Şch ®¬n lÎ	Gold	DÜ H­ Kİch Thùc	<color=Blue1> Liªn kİch			289
150	Lôc Hãa C«ng	<color=Red2> Hç trî håi phôc chñ ®éng	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White>®iÓm<enter>Gi¶i ®éc <color=Yellow>[=skill_valid_object?2:B¶n th©n,6:B¶n th©n hoÆc ®éi ngò]<color=White> <color=Blue1>[=imme_0]%<enter><color=White>Gi·n c¸ch xuÊt chiªu <color=Green1>1 <color=White>gi©y		100			ÁùÆø»¯Óñ¹¦											Îäµ±\423_a(ÁùÆø»¯Óñ¹¦).3e	1					Îäµ±\ÁùÆø»¯Óñ¹¦.wav				Îäµ±\ÁùÆø»¯Óñ¹¦.wav		±Ê.blade	±ê×¼ÄĞ.Ani	°×É«1.Mtl			ÁùÆø»¯Óñ¹¦.spr	Vâ §ang néi c«ng s¬ cÊp, gi¶i ®éc môc tiªu ®¬n lÎ	Gold	Khİ Th«ng Lôc M¹ch	<color=White>Gi¶i <color=Blue1>toµn bé <color=White>®éc s¸t<enter><color=White>Håi phôc <color=Blue1>5% sinh lùc cho môc tiªu			
292	Lôc Hãa C«ng (chiªu)																		Îäµ±\423_a(ÁùÆø»¯Óñ¹¦).3e	1					Îäµ±\ÁùÆø»¯Óñ¹¦.wav				Îäµ±\ÁùÆø»¯Óñ¹¦.wav														
151	ThÕ V©n Tung	<color=Red3> Hç trî chñ ®éng tÊn c«ng chİnh diÖn	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White>®iÓm <enter>TÊn c«ng sau l­ng ®èi ph­¬ng<enter><color=Green1>[=skill_effect_persist_time] <color=White>gi©y sau tù ®éng quay vÒ chç cò<enter>Ph¹m vi hiÖu qu¶ <color=Blue1>[=skill_use_range]<enter><color=White>Gi·n c¸ch xuÊt chiªu <color=Green1>[=skill_cast_interval/18] <color=White>gi©y		100																															ÌİÔÆ×İ.spr	Khinh c«ng ®éc m«n, cã thÓ nhanh chãng nh¶y ra phİa sau kÎ ®Şch, tÊn c«ng bÊt ngê	Gold					
152	ThÊt Tinh QuyÕt	<color=Blue3> C«ng kİch ngo¹i c«ng (trung)	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White>®iÓm<enter>TÊn c«ng ®¬n lÎ<enter>XuÊt chiªu 1 <color=Blue1>[=damage_0] ®iÓm,<color=White> tÊn c«ng <color=Blue1>[=skill_missle_num] <color=White>lÇn<enter>Thøc 2: <color=Blue1>[=293=damage_0] ®iÓm<enter><color=White>XuÊt chiªu 3 <color=Blue1>[=294=damage_0] ®iÓm<enter><color=White>Gi·n c¸ch xuÊt chiªu <color=Green1>3 <color=White>gi©y<enter><color=Gray>(Ngò hµnh do vò khİ quyÕt ®Şnh)<enter><color=Gray>(HiÖu qu¶ liªn quan Linh ho¹t, Th©n ph¸p)		100			ÆßĞÇ¾÷																							±Ê.blade	±ê×¼ÄĞ.Ani	°×É«1.Mtl			ÆßĞÇ¾÷.spr	Bót ph¸p Trung cÊp, dïng bót tÊn c«ng kÎ ®Şch trong chíp m¾t	Gold	ThÊt Long TrÊn H¶i	<color=White>T¨ng s¸t th­¬ng kü n¨ng <color=Blue1>25% <enter><color=White>Tª liÖt <color=Blue1>3 <color=White>gi©y			
153	ThiÕu D­¬ng quyÕt	<color=Blue3> C«ng kİch ngo¹i c«ng (trung)	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point]<color=White>®iÓm <enter>Dïng bót khİ tÊn c«ng<enter>Lùc tÊn c«ng <color=Blue1>[=damage_0] ®iÓm<enter><color=White>TÊn c«ng bÎ g·y vâ c«ng ®èi ph­¬ng <color=Blue1>[=damage_1]%<enter><color=Gray>(Ngò hµnh Kh«ng)<enter><color=Gray>(HiÖu qu¶ liªn quan Linh ho¹t, Th©n ph¸p)		100			ÉÙÑô¾÷		Îäµ±\425_a(ÉÙÑô¾÷).3e	3																				±Ê.blade	±ê×¼ÄĞ.Ani	°×É«1.Mtl			ÉÙÑô¾÷.spr	Bót ph¸p Trung cÊp, dïng bót phong tÊn c«ng tõ xa	Gold	Cµn Tô Tam D­¬ng	<color=Blue1> B¾n ra 3 ®­êng bót phong			
296	ThiÕu D­¬ng quyÕt (chiªu)									Îäµ±\425_a(ÉÙÑô¾÷).3e	3																																
154	ThiÕu ¢m QuyÕt	<color=Blue3> C«ng kİch ngo¹i c«ng (trung)	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White>®iÓm<enter>Toµn lùc tÊn c«ng ®èi ph­¬ng<enter>Lùc tÊn c«ng <color=Blue1>[=damage_0] ®iÓm<enter><color=White>Sau khi sö dông cã thêi gian thu chiªu <color=Green1>3 <color=White>gi©y<enter><color=White>Gi·n c¸ch xuÊt chiªu <color=Green1>3 <color=White>gi©y<enter><color=Gray>(Ngò hµnh do vò khİ quyÕt ®Şnh)<enter><color=Gray>(HiÖu qu¶ liªn quan Linh ho¹t, Th©n ph¸p)		100			ÉÙÒõ¾÷	ThiÕu ¢m QuyÕt kĞo dµi ®éng t¸c	Îäµ±\426_a(ÉÙÒõ¾÷).3e	4																				±Ê.blade	±ê×¼ÄĞ.Ani	°×É«1.Mtl			ÉÙÒõ¾÷.spr	Bót ph¸p Trung cÊp, uy lùc cùc kú lîi h¹i	Gold	Minh ¢m Ph¸ Nguyªn	<color=White>N©ng cao lùc c«ng kİch do <color=Blue1>Th©n ph¸p <color=White>vµ <color=Blue1>Linh ho¹t <color=White> mang ®Õn<enter>Lµm <color=White>tª liÖt <color=Blue1>10<color=White> gi©y			
297	ThiÕu ¢m QuyÕt (chiªu)									Îäµ±\426_a(ÉÙÒõ¾÷).3e	4																																
155	B¾c §Èu ThÊt Tinh trËn	<color=Red0> Hç trî	<color=White>Mçi gi©y néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White>®iÓm<enter>Vâ §ang trËn ph¸p bİ truyÒn, hç trî toµn bé ®ång ®éi <enter><color=White>T¨ng tèc ®é xuÊt chiªu <color=Blue1>[=state_1]%<enter><color=White>T¨ng tÊn c«ng Néi-ngo¹i c«ng <color=Blue1>[=state_2]%<enter><color=White>T¨ng s¸t th­¬ng <color=Blue1>[=state_0]<enter><color=White>T¸i sö dông sÏ hñy hiÖu qu¶ hç trî		100			Ì«ÒÒåĞÒ£¹¦													Îäµ±\427_b(±±¶·ÆßĞÇÕó).3e	1														±±¶·ÆßĞÇÕó.spr	Vâ §ang trËn ph¸p bİ truyÒn, do nhiÒu ®Ö tö hîp l¹i bµy trËn, uy lùc rÊt m¹nh <enter>	Gold					
156	Tµn ¶nh QuyÕt	<color=Blue3> C«ng kİch ngo¹i c«ng (cao)	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White>®iÓm.<enter>Tµng h×nh <color=Green1>[=skill_display_persist_time] <color=White>gi©y<enter>Thêi gian v« ®Şch <color=Green1>10 <color=White>gi©y<enter>Trong lóc tµng h×nh cã thÓ bÊt ngê hiÖn th©n vµ tÊn c«ng <enter>Lùc tÊn c«ng lóc tµng h×nh <color=Blue1>[=330=damage_0] ®iÓm<enter><color=White>Sau khi sö dông vâ c«ng sÏ cã <color=Green1>2<color=White> gi©y thu chiªu<enter><color=White>Gi·n c¸ch xuÊt chiªu <color=Green1>30<color=White> gi©y<enter><color=Gray>(Ngò hµnh do vò khİ quyÕt ®Şnh)<enter><color=Gray>(HiÖu qu¶ liªn quan Linh ho¹t, Th©n ph¸p)		100			Çá¹¦-Ô¾Æğ	Khinh c«ng-L¹c §Şa																Îäµ±\²ĞÓ°¾÷A.wav,Îäµ±\²ĞÓ°¾÷b.wav						±Ê.blade	±ê×¼ÄĞ.Ani	°×É«1.Mtl			²ĞÓ°¾÷.spr	Vâ §ang bót ph¸p thÇn bİ, s¸t th­¬ng kÎ ®Şch trong chíp m¾t <enter>	Gold	V« ¶nh V« T«ng	<color=White>N©ng cao hiÖu qu¶ tÊn c«ng do <color=Blue1>Th©n ph¸p<color=White> vµ <color=Blue1>Linh ho¹t <color=White>mang ®Õn <enter>G©y<color=White> tª liÖt <color=Blue1>5<color=White> gi©y	Tµn Phong Ph¸ ¶nh	<color=White>N©ng cao lùc c«ng kİch do <color=Blue1>Th©n ph¸p <color=White>vµ <color=Blue1>Linh ho¹t <color=White> mang ®Õn<enter>. Lµm <color=White>tª liÖt <color=Blue1>8<color=White> gi©y	330
157	Cµn Kh«n QuyÕt	<color=Blue3> Chñ ®éng c«ng kİch (cao cÊp)	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White>®iÓm<enter><color=Blue1>TÊn c«ng dån dËp <enter><color=White>XuÊt thøc thø 1 <color=Blue1>[=338=damage_0] ®iÓm, <color=White>tÊn c«ng <color=Blue1>2 <color=White>lÇn<enter>Thøc 2: <color=Blue1>[=339=damage_0] ®iÓm<enter><color=White>Gi·n c¸ch xuÊt chiªu <color=Green1>25 <color=White>gi©y<enter><color=Gray>(Ngò hµnh do vò khİ quyÕt ®Şnh)<enter><color=Gray>(HiÖu qu¶ liªn quan Linh ho¹t, Th©n ph¸p)		100			Ç¬À¤¾÷Ç°¶Î																	Îäµ±\²ĞÓ°¾÷A.wav,Îäµ±\²ĞÓ°¾÷b.wav						±Ê.blade	±ê×¼ÄĞ.Ani	°×É«1.Mtl			Ç¬À¤¾÷.spr	Vâ §ang bót ph¸p cao cÊp, chíp m¾t ®· tiÕn s¸t kÎ ®Şch xuÊt chiªu liªn tôc	Gold	NguyÖt L·ng Cµn Thanh	<color=White>T¨ng s¸t th­¬ng kü n¨ng <color=Blue1>25%<enter><color=White>Tª liÖt <color=Blue1>3 <color=White>gi©y	Cµn Kh«n NhÊt TrŞch	<color=White>T¨ng s¸t th­¬ng kü n¨ng <color=Blue1>50%<enter><color=White>Tª liÖt <color=Blue1>6 <color=White>gi©y	338
338	Cµn Kh«n QuyÕt (Tö)							Ç¬À¤¾÷ºó¶Î																																			
339	Cµn Kh«n QuyÕt (NhŞ Tö)																																						NguyÖt L·ng Cµn Thanh		Cµn Kh«n NhÊt TrŞch		
158	Th­îng Thanh V« Cùc C«ng	<color=Blue3> C«ng kİch ngo¹i c«ng (cao)	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White>®iÓm <enter>, s¸t th­¬ng diÖn réng <enter>Thøc 1: <color=Blue1>[=damage_0] ®iÓm, <color=White>tÊn c«ng <color=Blue1>[=skill_missle_num] <color=White>lÇn <enter><color=White>Thøc 2: <color=Blue1>[=298=damage_0] ®iÓm<enter><color=White>Gi·n c¸ch xuÊt chiªu <color=Green1>6 <color=White>gi©y<enter><color=Gray>(Ngò hµnh do vò khİ quyÕt ®Şnh)<enter><color=Gray>(HiÖu qu¶ liªn quan Linh ho¹t, Th©n ph¸p)		100			ÉÏÇåÎŞ¼«¹¦											Îäµ±\ÉÏÇåÎŞ¼«¹¦.3e	1					Îäµ±\ÉÏÇåÎŞ¼«¹¦A.wav		Îäµ±\ÉÏÇåÎŞ¼«¹¦B.wav	18			±Ê.blade	±ê×¼ÄĞ.Ani	°×É«1.Mtl			ÉÏÇåÎŞ¼«¹¦.spr	Vâ §ang tuyÖt ®Ønh Bót ph¸p, liªn tôc tÊn c«ng kÎ ®Şch<enter>Mçi chiªu ®Òu tÊn c«ng chİ m¹ng	Gold	§«ng Chİ D­¬ng Sinh	<color=White>T¨ng s¸t th­¬ng kü n¨ng <color=Blue1>25%<enter><color=White>Tª liÖt <color=Blue1>5 <color=White>gi©y	Chİnh Khİ B¸t Ph­¬ng	<color=White>T¨ng s¸t th­¬ng kü n¨ng <color=Blue1>50% <enter><color=White>Tª liÖt <color=Blue1>10 <color=White>gi©y	
159	Th¸i Cùc ThÇn C«ng	<color=Gold> Vâ c«ng TrÊn ph¸i	<color=White>S¸t khİ tiªu hao <color=Red1>[=cost_momentum] <color=White>«<enter>VËn chuyÓn vâ ®ang v« cùc khİ, tô thµnh l­ìng nghi thi triÓn ra<enter><color=White>Phãng ra <color=Blue1>[=skill_display_persist_time] <color=White>chiªu, mçi chiªu 2 ®¹o l­ìng nghi kiÕm khİ<enter><color=White>Mçi kiÕm khİ g©y s¸t th­¬ng <color=Blue1>[=imme_0]% <color=White><enter>Víi NPC s¸t th­¬ng t¨ng thªm <color=Blue1>[=damage_0] <color=White>®iÓm<enter><color=White>Mçi l­ìng nghi kiÕm khİ biÕn mÊt hãa thµnh <color=Blue1>4 <color=White>Tø t­îng ch©n khİ<enter>Mçi Tø t­îng ch©n khİ g©y s¸t th­¬ng <color=Blue1>[=553=imme_0]% <color=White><enter>Víi NPC s¸t th­¬ng t¨ng thªm <color=Blue1>[=553=damage_0] <color=White>®iÓm{<enter>Mçi Tø T­îng[=imme_0-19?1:Ch©n khİ] biÕn mÊt hãa thµnh <color=Blue1>[=554=skill_missle_num] <color=White> B¸t Qu¸i Ch©n Khİ <enter>Mçi B¸t Qu¸i ch©n khİ g©y s¸t th­¬ng <color=Blue1>[=554=imme_0]% <color=White><enter>Víi NPC s¸t th­¬ng t¨ng thªm <color=Blue1>[=554=damage_0] <color=White>®iÓm}<enter><color=Gray>(Ngò hµnh do vò khİ quyÕt ®Şnh)	<enter>nhËp m« h×nh chi ph¸p, väng khø thÇn ®éng ®­¬ng c¬ duyªn së chİ , tù cèi xóc <enter>	100			Ì«¼«Éñ¹¦																	Îäµ±\Ì«¼«Éñ¹¦A.wav	-1								20	60	Ì«¼«Éñ¹¦.spr	T©m ph¸p Vâ ®ang trÊn ph¸i, héi tô linh quang trêi ®Êt<enter>C«ng kİch ®Şch thñ trong ph¹m vi réng.	Gold	B¸c CËp Nhi Phôc		Thiªn §Şa V« Cùc		
171	§¹t Ma Vò Kinh (c«n)				100																																ThiÕu L©m mét trong 72 tuyÖt kü, vâ c«ng cao nhÊt cña c«n vµ ®ao		§¹t Ma Quan TriÒu K×nh		§¹t Ma V« L­îng K×nh		
172	§¹t Ma Vò Kinh (Tö)				100																																		§¹t Ma Quan TriÒu K×nh		§¹t Ma V« L­îng K×nh		
175	ThÊt B¶o QuyÒn Ph¸p				100			¿ÕÊÖ¹¥»÷02																																			
177	La H¸n QuyÒn (Tö)				100																																		HiÖp S¬n Siªu H¶i				
179	Ca DiÖp Thèi (Tö)				100																																		B¸t Bé C¶n ThiÒm				
182	Vi §µ QuyÒn  (Tö)				100																																		Vi §µ Phôc Ma				
184	V¨n Thï XuÊt V©n Thèi				100																																		Thiªn S¬n Phi §é				
189	V« ¶nh C­íc (NhŞ Tö)				100																																		NguyÖt ¶nh PhŞ Hµ		Phi ¶nh Nh­ Hoan		
192	Long Tr¶o Thñ				100			Áú×¦¹¥»÷03																															Kim Long NhiÔu Liªn		Phi Long §»ng V©n		
213	Truy T©m TiÔn (Tö)																																						§¶o H¶i Kİch				
216	B¹o Vò Lª Hoa Ch©m (NhŞ Tö)																																						VŞ Vò Trï MËu		Vò §¶ Lª Hoa		
242	Khu Xµ c«n ph¸p (Tö)																																						B¸t Th¶o TÇm Xµ				
247	§¶ CÈu c«n ph¸p (Tö)																																						Bæng §¶ QuÇn KhuyÓn		Thiªn H¹ V« CÈu		
271	ThÇn M«n ThËp Tam KiÕm (Tø Tö)																																						YÕn Tö Sao Thñy		TiÕu Ng÷ Gi¶i Di		
279	Thiªn Thanh ThuÇn D­¬ng KiÕm (Tam Tö)																																						Cöu ChuyÓn D­¬ng Chİ		Thiªn D­¬ng YÓm NhËt		
289	Th¸i Êt bót ph¸p				100			µ¥ÊÖÀà±Ê¹¥»÷03																															DÜ H­ Kİch Thùc				
294	ThÊt Tinh QuyÕt (NhŞ Tö)																																						ThÊt Long TrÊn H¶i				
298	Th­îng Thanh V« Cùc C«ng (Tö)																																						§«ng Chİ D­¬ng Sinh		Chİnh Khİ B¸t Ph­¬ng		
309	Tóy Méng La H¸n QuyÒn				100			ÁùºÏÈ­·¨																															ThuËn Thñ Khiªn D­¬ng		Tóy Th¸i B¹ch		
313	NguyÖt Thùc Khóc (Tö)																																						Thiªn CÈu Thùc NguyÖt				
316	TÜnh D¹ T­ (Tö)																																						NguyÖt ¶nh Ng©n S­¬ng				
318	D­¬ng Quan Tam §iÖp (Tö)																																						§µo Mª LiÔu Lo¹n				
323	¤ D¹ §Ò (Tö)																																						Hµn Phong Tiªu Tiªu		Tam Nha NhiÔu Thô		
326	Mª T©m Phiªu H­¬ng Khóc (Tö)																																						Hoa L¹c L­u H­¬ng		H­¬ng Phiªu ı Lo¹n		
330	Tµn ¶nh Thİch							²ĞÓ°¾÷	ThiÕu ¢m QuyÕt kĞo dµi ®éng t¸c																														V« ¶nh V« T«ng		Tµn Phong Ph¸ ¶nh		
333	Tïy ı Khóc (Tö)																																						Cao S¬n L­u Thñy				
