ID	Name	Type	EffectDesc	BGDesc	AniPlaySpeed	AniBurstSkillOnHorse	AniEndSkillOnHorse	AniBurstSkillNotOnHorse	AniEndSkillNotOnHorse	LauncherBurstSFX_1	LauncherBurstSFXPos_1	LauncherBurstSFXWaittime_1	LauncherBurstSFX_2	LauncherBurstSFXPos_2	LauncherBurstSFXWaittime_2	LauncherEndSFX	LauncherEndSFXPos	LauncherEndSFXWaittime	TargetSFX	TargetSFXPos	PersistSFX_1	PersistSFXPos_1	PersistSFX_2	PersistSFXPos_2	LauncherBurstSound_1	LauncherBurstSoundWaittime_1	LauncherBurstSound_2	LauncherBurstSoundWaittime_2	TargetSound	PersistSound	Blade	BladeAni	BladeMtl	BlurNum	BlurInterval	Icon	Desc	NameColor	SubSkill1Name	SubSkill1Desc	SubSkill2Name	SubSkill2Desc	SubSkillOwnerID																														
119	妙手诀	<color=Red3>主动负面攻击辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>一定概率盗取等级低于 <color=Blue1>[=damage_0] <color=White>级<enter><color=Yellow>非玩家敌人 <color=White>身上的物品<enter>同时使目标移动速度降低 <color=Blue1>[=state_3]%<enter><color=White>攻击力降低 <color=Blue1>[=state_1]%<enter><color=White>闪避值降低 <color=Blue1>[=state_4*-1]%<enter><color=White>持续时间 <color=Green1>8 <color=White>秒<enter><color=White>武功使用间隔 <color=Green1>15 <color=White>秒<enter><color=Gray>(盗取等级上限关联 洞察)		100			妙手诀																	丐帮\妙手诀.wav											妙手诀.spr	丐帮中级技能,能轻易从目标身上盗取物品,并<enter>削弱敌人战斗力	Gold																																			
120	偷龙转凤	<color=Red3>主动正面防御辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>偷学 <color=Yellow>玩家 <color=White>身上的辅助类武功<enter>再次使用可以释放偷学到的武功<enter>释放等级低于所偷武功 <color=Blue1>[=damage_0] <color=White>级<enter>所偷武功只能使用一次,再次使用需重新偷学<enter>偷学到的武功在离线后将忘却<enter><color=White>武功使用间隔 <color=Green1>[=skill_cast_interval/18] <color=White>秒<enter><color=Gray>(效果关联 身法)		100			偷龙转凤		丐帮\313_a_2(偷龙 转凤).3e	1	30							丐帮\313_a(偷龙 转凤).3e	1					丐帮\霸王卸甲A.wav		丐帮\偷龙转凤B.wav	27			长棍.blade	标准男.Ani	红色.Mtl			偷龙转凤.spr	丐帮中级功法,偷取敌人身上的各种功法留为己用	Gold	龙攀凤绕	<color=White>提高偷学技能释放等级 <color=Blue1>1 <color=White>级																																	
306	偷龙转凤(招)									丐帮\313_a_2(偷龙 转凤).3e	1	30							丐帮\313_a(偷龙 转凤).3e	1					丐帮\霸王卸甲A.wav		丐帮\偷龙转凤B.wav	27																																													
121	霸王卸甲	<color=Red3>主动负面防御辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter><color=Blue1>100% <color=White>概率削减敌人比例防御效果 <color=Blue1>[=state_1]%<enter><color=White>持续时间 <color=Green1>45 <color=White>秒<enter><color=White>武功使用间隔 <color=Green1>5 <color=White>秒<enter><color=Gray>(效果关联 洞察)		100			霸王卸甲		丐帮\314_c2(霸王卸甲).3e	1								丐帮\314_c(霸王卸甲).3e	1					丐帮\霸王卸甲A.wav				丐帮\霸王卸甲B.wav		长棍.blade	标准男.Ani	红色.Mtl			霸王卸甲.spr	丐帮高级功法,瞬间用极强大的气流将敌人<enter>防具损坏失效	Gold	体无完肤	<color=White>额外削弱目标装备防御 <color=Blue1>10%	玉碎瓦消	<color=White>额外削弱目标装备防御 <color=Blue1>10%<enter><color=White>降低目标比例防御 <color=Blue1>5%																															
245	霸王卸甲(招1)									丐帮\314_c2(霸王卸甲).3e	1								丐帮\314_c(霸王卸甲).3e	1					丐帮\霸王卸甲A.wav				丐帮\霸王卸甲B.wav																																												
246	霸王卸甲(招2)									丐帮\314_c2(霸王卸甲).3e	1								丐帮\314_c(霸王卸甲).3e	1					丐帮\霸王卸甲A.wav				丐帮\霸王卸甲B.wav																																												
122	偷天换日	<color=Red3>主动正面防御辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>使自身进入特殊状态,受到 <color=Yellow>玩家 <color=White>武功攻击时<enter>自身完全不受任何伤害,同时偷学该攻击武功<enter>再次使用可以释放偷学到的武功<enter>释放等级低于所偷武功 <color=Blue1>[=state_0] <color=White>级<enter>所偷武功只能使用一次,再次使用需重新偷学<enter>偷学到的武功在离线后将忘却<enter><color=White>武功使用间隔 <color=Green1>[=skill_cast_interval/18] <color=White>秒<enter><color=Gray>(效果关联 身法)		100			偷天换日		丐帮\315_a(偷天换日).3e	1										丐帮\315_b(偷天换日).3e	1			丐帮\霸王卸甲A.wav		丐帮\偷天换日B.wav	27			长棍.blade	标准男.Ani	红色.Mtl			偷天换日.spr	丐帮高级功法,使用后如果受到攻击自动偷取<enter>敌人的武功招式留为己用	Gold	正午月明	<color=White>提高偷学技能释放等级 <color=Blue1>1 <color=White>级	暗日无天	<color=White>提高偷学技能释放等级 <color=Blue1>2 <color=White>级																															
307	偷天换日(招1)									丐帮\315_a(偷天换日).3e	1										丐帮\315_b(偷天换日).3e	1			丐帮\霸王卸甲A.wav		丐帮\偷天换日B.wav	27																																													
308	偷天换日(招2)									丐帮\315_a(偷天换日).3e	1										丐帮\315_b(偷天换日).3e	1			丐帮\霸王卸甲A.wav		丐帮\偷天换日B.wav	27																																													
123	打狗棍法	<color=Blue3>主动高级外功攻击	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>对大范围敌人行云流水般连续棍击<enter>第一式攻击力 <color=Blue1>[=damage_0] <color=White>攻击 <color=Blue1>[=skill_missle_num] <color=White>次<enter><color=White>第二式攻击力 <color=Blue1>[=247=damage_0]<enter><color=White>受到攻击反弹削减 <color=Blue1>[=damage_1]%<enter><color=White>武功使用间隔 <color=Green1>5 <color=White>秒<enter><color=Gray>(五行 由武器决定)<enter><color=Gray>(效果关联 身法 洞察)		100			打狗棍法		丐帮\316_a(打狗棍法).3e	1														丐帮\打狗棍法B.wav,丐帮\逍遥游B.wav						长棍.blade	标准男.Ani	红色.Mtl			打狗棍法.spr	丐帮至高棍法,连续攻击四周敌人,无一能逃	Gold	棒打群犬	<color=White>增加每一式的攻击力<color=Blue1>25%<enter><color=Blue1>击退	天下无狗	<color=White>增加每一式的攻击力<color=Blue1>50%<enter><color=Blue1>击倒	247																														
124	打狗棍阵	<color=Gold> 镇派武功	<color=White>消耗杀气 <color=Red1>[=cost_momentum] <color=White>格<enter>狂舞丐帮无上棍招，化为 <color=Blue1>[=skill_missle_num] <color=White>道棍影<enter><color=White>每道棍影对敌方目标造成伤害 <color=Blue1>[=imme_0]%<enter><color=White>对NPC额外攻击力 <color=Blue1>[=damage_0] <color=White>点{<enter><color=White>并使友方所受伤害 <color=Blue1>[=skill_display_persist_time]% <color=White>由一定范围内其他友方分摊}<enter><color=White>舞棍过程中，自身 <color=Blue1>[=529=state_1]% <color=White>免疫所有负面状态{<enter><color=White>自身所受伤害削减 <color=Blue1>[=529=state_3]%}<enter><color=White>舞棍持续时间 <color=Green1>10 <color=White>秒<enter><color=White>伤害分摊持续时间 <color=Green1>10 <color=White>秒<enter><color=Gray>(五行 由武器决定)	<enter>§? Cèu b?ng ph?p vμ §? Cèu b?ng tr?n vang danh thian h1<enter>, giang h? nh?n sü ch-a ai ch-a bi?t ??n	100			:打狗棍阵疯狂的舞棍,打狗棍阵疯狂的舞棍		丐帮\打狗棍阵_a1.3e	1	-1							丐帮\打狗棍阵_c1.3e	1					丐帮\打狗棍阵A.wav	-1								10	500	打狗棍阵.spr	丐帮镇派秘招,使大片友方互为攻防,一人受伤<enter>众人分摊	Gold	密不透风		天衣无缝																																
125	武当剑经	<color=Purple>入门武功	<color=White>限制武器使用 <color=Blue1>剑<enter><color=White>打坐时每10秒增加内力回复 <color=Blue1>[=state_0] <color=White>点<enter>内力上限提高 <color=Blue1>[=state_1]%<enter><color=White>施展速度提高 <color=Blue1>[=state_7]%{<enter><color=White>提高内伤回复速度 <color=Blue1>[=state_2]%}<enter><color=Blue1>流派防御修正<enter><color=Blue1>流派药效修正<enter><color=Gray>(施展速度提高效果关联 身法)		100																															武当剑经.spr	武当道家弟子入门心法,有助于内气回复	Gold																																			
126	武当剑法	<color=Green3>主动低级内功攻击	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>剑气攻击直线单一敌人<enter>攻击力 <color=Blue1>[=damage_0] <color=White>攻击 <color=Blue1>[=skill_missle_num] <color=White>次<enter>攻击次数增加时施展时间也将延长<enter>施展速度不被任何效果影响<enter><color=Gray>(五行 无)<enter><color=Gray>(效果关联 内功)		200			流光剑法																							剑.blade	标准男.Ani	白色1.Mtl			武当剑法.spr	武当基本剑法,用剑气直线攻击单一敌人	Gold	仙人指路	<color=White>提高攻击力 <color=Blue1>20%<enter><color=White>增加攻击力 <color=Blue1>100 <color=White>点																																	
127	流光剑法	<color=Green3>主动低级内功攻击	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>锋利剑气攻击直线单一敌人<enter>攻击力 <color=Blue1>[=damage_0] <color=White>攻击 <color=Blue1>[=skill_missle_num] <color=White>次<enter>攻击次数增加时施展时间也将延长<enter><color=Gray>(五行 金)<enter><color=Gray>(效果关联 内功)		200			流光剑法																							剑.blade	标准男.Ani	黄色1.Mtl			流光剑法.spr	武当剑法金系初级剑法,直线御气伤敌	Gold	光耀神州	<color=Blue1>穿透攻击 <color=White>伤害衰减20%																																	
128	未央剑法	<color=Green3>主动低级内功攻击	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>柔韧剑气攻击定点单一敌人<enter>攻击力 <color=Blue1>[=damage_0] <color=White>攻击 <color=Blue1>[=skill_missle_num] <color=White>次<enter>同时在2秒内使敌人减速 <color=Blue1>[=state_0]%<enter><color=White>攻击次数增加时施展时间也将延长<enter><color=Gray>(五行 木)<enter><color=Gray>(效果关联 内功)		100			未央剑法		武当\403_a(未央剑法).3e	1																				剑.blade	标准男.Ani	绿色.Mtl			未央剑法.spr	武当剑法木系初级剑法,远程御气伤敌	Gold	顺水推舟	<color=White>提高攻击力 <color=Blue1>10%<enter><color=White>增加攻击力 <color=Blue1>30 <color=White>点																																	
129	柔云剑法	<color=Green3>主动低级内功攻击	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>轻柔剑气攻击直线单一敌人<enter>攻击力 <color=Blue1>[=damage_0] <color=White>攻击 <color=Blue1>[=skill_missle_num] <color=White>次<enter>同时在2秒内使敌人迟缓 <color=Blue1>[=state_1]%<enter><color=White>攻击次数增加时施展时间也将延长<enter><color=Gray>(五行 水)<enter><color=Gray>(效果关联 内功)		100			流光剑法																							剑.blade	标准男.Ani	蓝色.Mtl			柔云剑法.spr	武当剑法水系初级剑法,直线御气伤敌	Gold	风卷残云	<color=White>提高攻击力 <color=Blue1>10%<enter><color=White>增加攻击力 <color=Blue1>30 <color=White>点																																	
130	烈焰剑法	<color=Green3>主动低级内功攻击	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>灼热剑气攻击定点单一敌人<enter>攻击力 <color=Blue1>[=damage_0] <color=White>攻击 <color=Blue1>[=skill_missle_num] <color=White>次<enter>攻击次数增加时施展时间也将延长<enter><color=Gray>(五行 火)<enter><color=Gray>(效果关联 内功)		200			未央剑法																							剑.blade	标准男.Ani	红色.Mtl			烈焰剑法.spr	武当剑法火系初级剑法,远程御气伤敌	Gold	炉中取碳	<color=White>提高攻击力 <color=Blue1>30%<enter><color=White>增加攻击力 <color=Blue1>120 <color=White>点																																	
131	奔雷剑诀	<color=Green3>主动低级内功攻击	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>雷霆剑气爆发，将周围敌人  <color=Blue1>[=damage_1?12:击,18:大击,27:强力击,36:超强击]退{<enter><color=White>攻击力 <color=Blue1>[=damage_0]}<enter><color=White>武功使用间隔 <color=Green1>20 <color=White>秒<enter><color=Gray>(五行 土)<enter><color=Gray>(效果关联 内功)		100			单手类剑暴击		武当\406_a(奔雷剑法).3e	1																				剑.blade	标准男.Ani	白色2.Mtl			奔雷剑法.spr	武当剑法土系初级剑诀,远程御气将敌震开<enter>并能波及周围	Gold	天雷恸	<color=White>提高攻击力 <color=Blue1>50%																																	
255	奔雷剑诀(招)									武当\406_a(奔雷剑法).3e	1																																																														
132	无我心法	<color=Red3>主动正面防御辅助(强力功法)	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>用内气形成屏障保护自己<enter>内力抵消伤害 <color=Blue1>[=state_0]%<enter><color=White>每1点内力可以抵消 <color=Blue1>[=state_1/10] <color=White>点伤害<enter><color=White>持续时间 <color=Green1>240 <color=White>秒<enter><color=White>武功使用间隔 <color=Green1>60 <color=White>秒		100			无我心法		武当\407_a(无我心法).3e	1										武当\422_b(太乙逍遥功).3e	1			武当\无我心法.wav											无我心法.spr	武当独门心法,驱动内气作为屏障,抵挡外来攻击	Gold	天地无我	<color=White>提高伤害抵消比例 <color=Blue1>5%<enter><color=White>每点内力多抵消 <color=Blue1>0.5 <color=White>点伤害																																	
256	无我心法(招)									武当\407_a(无我心法).3e	1										武当\407_b(无我心法).3e	1	其他\剑c_聚拢_金.3e		武当\无我心法.wav																																																
133	太清剑气	<color=Green3>主动中级内功攻击	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>锋利剑气横向猛扫而过<enter>攻击力 <color=Blue1>[=damage_0] <color=White>攻击宽度 <color=Blue1>[=skill_missle_num] <color=White>格<enter><color=White>武功使用间隔 <color=Green1>15 <color=White>秒<enter><color=Gray>(五行 金)<enter><color=Gray>(效果关联 内功)		100			太清剑气		武当\408_a(太清剑气).3e	1														武当\太清剑气A.wav						剑.blade	标准男.Ani	黄色1.Mtl			太清剑气.spr	武当剑法金系中级剑法,强大的剑气横向扫过,<enter>攻击范围内的敌人	Gold	白虹经天	<color=White>使目标在5秒内减速 <color=Blue1>40%																																	
257	太清剑气(招)									武当\408_a(太清剑气).3e	1														武当\太清剑气A.wav																																																
134	缠梦剑意	<color=Red3>主动负面攻击辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>一定概率降低敌人移动速度 <color=Blue1>[=state_0]%<enter><color=White>持续时间 <color=Green1>[=skill_effect_persist_time] <color=White>秒<enter><color=White>武功使用间隔 <color=Green1>15 <color=White>秒<enter><color=Gray>(效果关联 洞察)		100			缠梦剑意		武当\409_a(缠梦剑意).3e	1								武当\409_c(缠梦剑意).3e	1					武当\缠梦剑意A.wav				武当\缠梦剑意B.wav							缠梦剑意.spr	武当剑法木系中级剑意,御气缠敌双腿,<enter>使敌人移动大为迟缓	Gold	千梦缠魂	<color=White>持续时间延长 <color=Blue1>30%																																	
259	缠梦剑意(招)									武当\409_a(缠梦剑意).3e	1								武当\409_c(缠梦剑意).3e	1					武当\缠梦剑意A.wav				武当\缠梦剑意B.wav																																												
135	落霜剑意	<color=Red3>主动负面攻击辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>一定概率降低敌人攻击速度和武功使用速度 <color=Blue1>[=state_1]%<enter><color=White>持续时间 <color=Green1>[=skill_effect_persist_time] <color=White>秒<enter><color=White>武功使用间隔 <color=Green1>15 <color=White>秒<enter><color=Gray>(效果关联 洞察)		100			落霜剑意		武当\409_a(缠梦剑意).3e	1								武当\410_c(落霜剑意).3e	1					武当\缠梦剑意A.wav				武当\落霜剑意.wav							落霜剑意.spr	武当剑法水系中级剑意,御气锁敌双手,<enter>使敌人动作大为迟钝	Gold	紫薇凝露	<color=White>持续时间延长 <color=Blue1>30%																																	
260	落霜剑意(招)									武当\409_a(缠梦剑意).3e	1								武当\410_c(落霜剑意).3e	1					武当\缠梦剑意A.wav				武当\落霜剑意.wav																																												
136	炙阳剑气	<color=Green3>主动中级内功攻击	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>炙热剑气飞射而出,攻击直线上所有敌人<enter>攻击力 <color=Blue1>[=damage_0]<enter><color=Gray>(五行 火)<enter><color=Gray>(效果关联 内功)		100			炙阳剑气		武当\411_a(炙阳剑气).3e	1														武当\炙阳剑气A.wav						剑.blade	标准男.Ani	红色.Mtl			炙阳剑气.spr	武当剑法火系中级剑法,强大的剑气直线射出,<enter>攻击范围内的敌人	Gold	长虹惯日	<color=White>每秒 <color=Blue1>200 <color=White>点伤害持续5秒																																	
