enum_core	string
LOC_SEND_BACK_PREPAY	Tr¶ ng©n l­îng
LOC_ITEM_COMPOSE_RESULT	KÕt qu¶
LOC_GET_ITEM_FROM_SCRIPT	VËt phÈm nhiÖm vô hoÆc phÇn th­ëng ho¹t ®éng
LOC_BUY_ITEM	Mua vËt phÈm
LOC_SELL_ITEM	B¸n vËt phÈm
LOC_ITEM_USE	Sö dông vËt phÈm
LOC_TAKE_ITEM_FROM_STOREBOX	LÊy vËt phÈm tõ r­¬ng
LOC_PUT_ITEM_INTO_STOREBOX	§Æt vËt phÈm vµo r­¬ng
LOC_ITEM_DAMAGE	BÞ mßn
LOC_ITEM_ENHANCE_COST	N©ng cÊp trang bÞ mÊt nguyªn liÖu
LOC_MONEY_ENHANCE_COST	N©ng cÊp trang bÞ mÊt ng©n l­îng
LOC_DING_ITEM_ENHANCE_COST	Nguyªn liÖu mÊt khi N©ng cÊp trang bÞ
LOC_ITEM_ENHANCE_FAIL	N©ng cÊp trang bÞ thÊt b¹i
LOC_ITEM_ENHANCE_SUCCESS	N©ng cÊp trang bÞ thµnh c«ng
LOC_GET_EXP_FROM_SCRIPT	PhÇn th­ëng kinh nghiÖm
LOC_LOST_EXP_FROM_SCRIPT	Tæn thÊt kinh nghiÖm
LOC_PICK_UP_ITEM	NhÆt vËt phÈm
LOC_DROP_ITEM	Bá vËt phÈm
LOC_PUSH_ITEM_TO_BOX	®Æt vËt phÈm vµo r­¬ng
LOC_PUSH_ITEM_TO_HAND	vËt phÈm lªn tay ng­êi ch¬i
LOC_LOG_ACCOUNT_NAME	Tµi kho¶n 
LOC_LOG_ROLE_NAME	Nh©n vËt
LOC_LOG_ITEM_NAME	Tªn vËt phÈm
LOC_LOG_ITEM_G	Lo¹i lín
LOC_LOG_ITEM_D	Lo¹i phô
LOC_LOG_ITEM_P	Lo¹i vËt phÈm
LOC_LOG_ITEM_PRICE	Gi¸ vËt phÈm
LOC_LOG_ITEM_GENE_TIME	Ngµy s¶n xuÊt
LOC_LOG_ITEM_SOCKATTRIBUTE	Sè hiÖu thuéc tÝnh: 
LOC_LOG_ITEM_SOCKLEVEL	§¼ng cÊp thuéc tÝnh: 
LOC_LOG_ITEM_SERIES	Ngò hµnh
LOC_LOG_ITEM_CURDUR	§é bÒn
LOC_LOG_ITEM_ENHANSE	§é t¨ng 
LOC_LOG_DROP_EXPERIENCE	Tæn thÊt kinh nghiÖm
LOC_LOG_EXPERIENCE_AFTER_DROP	Kinh nghiÖm cßn 
LOC_LOG_DROP_MONEY	Tæn thÊt ng©n l­îng
LOC_LOG_COST_MONEY	l­îng tiÒn tiªu hao
LOC_LOG_RAND_SEED	H¹t gièng ngÉu nhiªn
LOC_LOG_PREPAY_MONEY	Sè tiÒn tr¶ tr­íc
LOC_LOG_DURABILITY_BEFORE_REPAIR	§é bÒn tr­íc khi söa
LOC_LOG_DURABILITY_AFTER_REPAIR	§é bÒn sau khi söa
LOC_LOG_HORSE_WEARINESS	MÖt mái
LOC_LOG_MAPID	Khu vùc
LOC_LOG_EXPERIENCE_AWORD	PhÇn th­ëng kinh nghiÖm
LOC_LOG_COST_NUM	Sè l­îng tiªu hao
LOC_LOG_ENHANCETIMES_BEFORE	§é n©ng cÊp trang bÞ
LOC_OBJ_NONE	 Môc tiªu nµy  
LOC_OBJ_SELF	 Ta 
LOC_OBJ_ALLY	 Phe m×nh 
LOC_OBJ_ENEMY	 KÎ thï 
LOC_OBJ_CORPSE_NONENEMY	 Thi thÓ phi cõu nh©n 
LOC_OBJ_CORPSE_ENEMY	 Thi thÓ 
LOC_OBJ_PLAYER_ENEMY	 Thï 
LOC_OBJ_NPC_ENEMY	 Qu¸i vËt 
LOC_OBJ_YIN_ENEMY	 Yªu Ma 
LOC_ROUTE_NONE	V« m«n ph¸i
LOC_ROUTE_SL	ThiÕu L©m
LOC_ROUTE_SLS	ThiÕu L©m tôc gia
LOC_ROUTE_SLC	ThiÕu L©m thiÒn t«ng
LOC_ROUTE_SLW	ThiÕu L©m vâ t«ng
LOC_ROUTE_TM_NO	§­êng M«n
LOC_ROUTE_TM_YES	§­êng M«n
LOC_ROUTE_EM	Nga My
LOC_ROUTE_EMF	Nga My phËt gia
LOC_ROUTE_EMS	Nga My tôc gia
LOC_ROUTE_GB	C¸i Bang
LOC_ROUTE_GBJ	C¸i Bang TÜnh y
LOC_ROUTE_GBW	C¸i Bang ¤ Y
LOC_ROUTE_WD	Vâ §ang
LOC_ROUTE_WDD	Vâ §ang ®¹o gia
LOC_ROUTE_WDS	Vâ §ang tôc gia
LOC_ROUTE_YM	D­¬ng M«n
LOC_ROUTE_YMQ	D­¬ng M«n th­¬ng Kþ
LOC_ROUTE_YMG	D­¬ng M«n Cung Kþ
LOC_ROUTE_WUDU	Ngò §éc
LOC_ROUTE_WUDU_XIE	HiÖp §éc
LOC_ROUTE_WUDU_GU	Tµ §éc
LOC_ROUTE_KUNLUN	C«n L«n
LOC_ROUTE_KUNLUN_TIANSHI	C«n L«n Thiªn S­
LOC_ROUTE_MINGJIAO	Minh gi¸o
LOC_ROUTE_MINGJIAO_SHENGZHAN	Minh Gi¸o Th¸nh ChiÕn
LOC_ROUTE_MINGJIAO_ZHENBING	Minh Gi¸o TrËn Binh
LOC_ROUTE_MINGJIAO_XUEREN	Minh Gi¸o HuyÕt Nh©n
LOC_ROUTE_CUIYAN	Thóy Yªn
LOC_ROUTE_CUIYAN_DANCER	Thóy Yªn Vò Tiªn
LOC_ROUTE_CUIYAN_LINGNV	Thóy Yªn Linh N÷
LOC_ROUTE_TANGMEN_RENXIA	§­êng M«n NhËm HiÖp
LOC_ROUTE_KUNLUN_JIANZUN	C«n L«n KiÕm T«n
LOC_ROUTE_END	
LOC_SM_BEGIN	
LOC_SM_HP_HALF_SEC	Mçi nöa gi©y håi phôc Sinh lùc %d ®iÓm.
LOC_SM_MP_HALF_SEC	Mçi nöa gi©y håi phôc %d ®iÓm néi lùc.
LOC_SM_SP_HALF_SEC	Mçi nöa gi©y håi phôc %d ®iÓm thÓ lùc.
LOC_SM_HP_10_SEC	Mçi 10 gi©y håi phôc Sinh lùc %d ®iÓm.
LOC_SM_MP_10_SEC	Mçi 10 gi©y håi phôc %d ®iÓm néi lùc.
LOC_SM_HP_10_SEC_PER	Mçi 10 gi©y håi phôc Sinh lùc %d %%.
LOC_SM_MP_10_SEC_PER	Mçi 10 gi©y håi phôc Néi lùc %d %%.
LOC_SM_HP_HALF_SEC_PER	Mçi nöa gi©y håi phôc Sinh lùc %.2f%%.
LOC_SM_MP_HALF_SEC_PER	Mçi nöa gi©y håi phôc Néi lùc %.2f%%.
LOC_SM_SP_HALF_SEC_PER	Mçi nöa gi©y håi phôc ThÓ lùc %.2f%%.
LOC_SM_LOSSHP_HALF_SEC	Mçi gi©y tiªu hao Sinh lùc %d.
LOC_SM_LOSSMP_HALF_SEC	Mçi gi©y tiªu hao Néi lùc %d.
LOC_SM_LOSSSP_HALF_SEC	Mçi gi©y tiªu hao ThÓ lùc %d.
LOC_SM_HP_SIT	Täa thiÒn håi phôc Sinh lùc %d ®iÓm.
LOC_SM_MP_SIT	Täa thiÒn håi phôc %d ®iÓm néi lùc.
LOC_SM_SP_SIT	Täa thiÒn håi phôc %d ®iÓm thÓ lùc.
LOC_SM_CHANGE_DEF	Thay ®æi thuéc tÝnh phßng ngù môc tiªu thµnh thuéc tÝnh %s.
LOC_SM_INS_ALLDODGE_PER	NÐ tr¸nh toµn diÖn + %d%%.
LOC_SM_INS_WEIGHT_POINT	Søc lùc + %d ®iÓm
LOC_SM_INS_WEIGHT_PER	Søc lùc + %d%%
LOC_SM_INS_MP_EXPEND_PER	Tiªu hao MP +%d%%
LOC_SM_INS_HP_EXPEND_PER	Tiªu hao HP +%d%%
LOC_SM_INS_DMG_BY_STR_PER	Søc m¹nh hç trî c«ng kÝch +%d%%
LOC_SM_INS_WEIGHT_BY_STR_PER	Søc m¹nh hç trî Søc lùc +%d%%
LOC_SM_INS_DEF_BY_VIT_PER	G©n cèt hç trî phßng ngù +%d%%
LOC_SM_INS_HP_BY_VIT_PER	G©n cèt hç trî sinh lùc +%d%%
LOC_SM_INS_DMG_BY_ENG_PER	Néi c«ng hç trî Néi kÝch + %d%%
LOC_SM_INS_MP_BY_ENG_PER	Néi c«ng hç trî Néi lùc + %d%%
LOC_SM_INS_DEF_BY_ENG_PER	Néi c«ng hç trî Néi phßng + %d%%
LOC_SM_INS_AS_BY_DEX_PER	Th©n Ph¸p hç trî phßng ngù néi c«ng +%d%%
LOC_SM_INS_DODGE_BY_DEX_PER	Th©n Ph¸p hç trî NÐ tr¸nh +%d%%
LOC_SM_INT_HIT_BY_DEX_PER	Th©n Ph¸p hç trî ChÝnh x¸c +%d%%
LOC_SM_INS_ALLDODGE_BY_OBS_PER	Linh ho¹t hç trî NÐ tr¸nh +%d%%
LOC_SM_INS_CRIT_BY_OBS_PER	Linh ho¹t hç trî ®¸nh tËp trung %d%%
LOC_SM_INS_MAXHP	Sinh lùc +%d ®iÓm
LOC_SM_INS_MAXHP_PER	Sinh lùc +%d%%
LOC_SM_INS_MAXMP	Néi lùc + %d ®iÓm
LOC_SM_INS_MAXMP_PER	Néi lùc + %d%%
LOC_SM_INS_MAXSP	ThÓ lùc +%d ®iÓm
LOC_SM_INS_MAXSP_PER	ThÓ lùc +%d%%
LOC_SM_INS_HIT	Sinh lùc +%d ®iÓm.
LOC_SM_INS_DODGE	NÐ tr¸nh +%d ®iÓm.
LOC_SM_INS_HIT_PER	Sinh lùc +%d%%.
LOC_SM_INS_DODGE_PER	NÐ tr¸nh +%d%%.
LOC_SM_INS_CRIT	§¸nh tËp trung +%d ®iÓm
LOC_SM_INS_SKILLSTART_PER	Tèc ®é thi triÓn vâ c«ng +%d%%
LOC_SM_INS_SKILLSTOP_PER	Tèc ®é thu chiªu vâ c«ng +%d%%
LOC_SM_DEC_CD_PER	Thêi gian xuÊt chiªu +%d%%
LOC_SM_DEC_DOT_TIME_PER	HiÖu qu¶ s¸t th­¬ng +%d%%
LOC_SM_INS_DU_TIME_PER	Thêi gian tróng ®éc +%d%%
LOC_SM_INS_SKILLTIME_PER	HiÖu qu¶ s¸t th­¬ng kÐo dµi %d%%
LOC_SM_ABSORB_DMG_PER	Néi lùc hãa gi¶i s¸t th­¬ng %d%%
LOC_SM_ABSORB_DMG_1_PER	Néi lùc chèng tû lÖ s¸t th­¬ng 1:%.2f
LOC_SM_INS_MDE_EFFECT_PER	HiÖu qu¶ d­îc liÖu +%d%%
LOC_SM_RES_WEAPON_DUR	Mçi %d gi©y tù ®éng håi phôc 1 ®iÓm ®é bÒn vò khÝ
LOC_SM_RES_CLOTH_DUR	Mçi %d gi©y tù ®éng håi phôc 1 ®iÓm ®é bÒn quÇn ¸o
LOC_SM_INS_DEF_NEI	Trang bÞ Phßng ngù néi c«ng +%d%%
LOC_SM_DEC_DEF_NEI	Trang bÞ Phßng ngù néi c«ng -%d%%
LOC_SM_INS_DEF_NEI_PER	Néi phßng + %d%%
LOC_SM_DEC_DEF_NEI_PER	Néi phßng - %d%%
LOC_SM_INS_DEF_NEI_POINT	Néi phßng + %d ®iÓm
LOC_SM_INS_DEF_WAI	Trang bÞ Phßng ngù ngo¹i c«ng +%d%%
LOC_SM_DEC_DEF_WAI	Trang bÞ Phßng ngù ngo¹i c«ng -%d%%
LOC_SM_INS_DEF_WAI_PER	Phßng ngù ngo¹i c«ng +%d%%
LOC_SM_DEC_DEF_WAI_PER	Phßng ngù ngo¹i c«ng -%d%%
LOC_SM_INS_DEF_WAI_POINT	Phßng ngù ngo¹i c«ng +%d ®iÓm
LOC_SM_INS_MOVESPEED_PER	Tèc ®é di chuyÓn +%d%%
LOC_SM_DEC_MOVESPEED_PER	Tèc ®é di chuyÓn -%d%%
LOC_SM_NO_CHANGE_MOVESPEED	Kh«ng bÞ ¶nh h­ëng gi¶m tèc %d%%
LOC_SM_NO_CHANGE_ATTACKSPEED	Kh«ng bÞ ¶nh h­ëng lµm chËm %d%%
LOC_SM_DEC_DEF_SLEEP	Phßng ngù tr¹ng th¸i ngñ -%d%%
LOC_SM_DMG_BY_LEVEL	Tû lÖ s¸t th­¬ng +%d%%/cÊp
LOC_SM_RES_PK_POINT_PER	Tèc ®é håi phôc trÞ PK +%d%%
LOC_SM_INS_ATTACKSPEED_PER	Tèc ®é tÊn c«ng +%d%%
LOC_SM_DEC_ATTACKSPEED_PER	Tèc ®é tÊn c«ng -%d%%
LOC_SM_CANNOT_USESKILL	¸p chÕ
LOC_SM_77	
LOC_SM_SUPER	Tr¹ng th¸i siªu cÊp
LOC_SM_79	
LOC_SM_DEC_INJURY_PER	%d lÇn tróng th­¬ng gi¶m %d%%
LOC_SM_ADD_DAMAGE_NUM	S¸t th­¬ng t¨ng %d lÇn
LOC_SM_ADD_DAMAGE_PERCENT	S¸t th­¬ng t¨ng %d %%
LOC_SM_INS_RES_INJURY_NEI	T¨ng tèc ®é håi phôc néi th­¬ng
LOC_SM_INS_RES_INJURY_WAI	T¨ng tèc ®é håi phôc ngo¹i th­¬ng
LOC_SM_85	Cho phÐp håi phôc néi th­¬ng cÊp %d.
LOC_SM_86	Cho phÐp håi phôc ngo¹i th­¬ng cÊp %d.
LOC_SM_INS_DMG_WAI_PER	C«ng kÝch ngo¹i c«ng +%d%%
LOC_SM_INS_DMG_NEI_PER	Néi kÝch +%d%%
LOC_SM_DEC_DMG_WAI_PER	C«ng kÝch ngo¹i c«ng -%d%%
LOC_SM_DEC_DMG_NEI_PER	Néi kÝch -%d%%
LOC_SM_INS_DMG_WAI_POINT	C«ng kÝch ngo¹i c«ng +%d ®iÓm
LOC_SM_INS_DMG_NEI_POINT	Néi kÝch +%d ®iÓm
LOC_SM_91	
LOC_SM_INS_ATTDMG_PER	T¨ng c«ng kÝch thuéc tÝnh %s %d%%
LOC_SM_INS_DMG_BY_LOSSHP	Mçi lÇn tiªu hao 1 %% sinh lùc, c«ng kÝch t¨ng %.1f%%
LOC_SM_94	
LOC_SM_INS_DMG_WEAPON_PER	C«ng kÝch vò khÝ lo¹i %s +%d%%
LOC_SM_INS_DMG_WEAPON_POINT	C«ng kÝch vò khÝ lo¹i %s + %d
LOC_SM_CAST	Ph¸t ®éng %s
LOC_SM_SLEEP_ENEMY_PER	%d%% x¸c suÊt g©y ngñ
LOC_SM_PALSY_ENEMY_PER	%d%% x¸c suÊt g©y tª liÖt
LOC_SM_CONFUSE_ENEMY_PER	%d%% x¸c suÊt g©y hçn lo¹n
LOC_SM_STOP_ENEMY_PER	%d%% x¸c suÊt g©y ®øng yªn
LOC_SM_STUN_ENEMY_PER	%d%% x¸c suÊt g©y cho¸ng
LOC_SM_DEC_HP_PER	Tæng sinh lùc gi¶m %d%%
LOC_SM_DEC_MP_PER	Tæng néi lùc gi¶m %d%%
LOC_SM_DEC_SP_PER	Tæng thÓ lùc gi¶m %d%%
LOC_SM_CANNOT_USE_WEAPON	Vò khÝ yªu cÇu %s
LOC_SM_INS_ATTACK_RANGE	Ph¹m vi tÊn c«ng +%d 
LOC_SM_CHANGE_DMG_2_MP	%d%% hãa s¸t th­¬ng thµnh néi lùc
LOC_SM_2_MAX_DMG	C«ng kÝch t¨ng tèi ®a
LOC_SM_110	
LOC_SM_111	
LOC_SM_WEAPON_EFFECT	HiÖu qu¶ hç trî vò khÝ %s +%d%%
LOC_SM_INS_WEAPON_EFFECT	X¸c suÊt thµnh c«ng hiÖu qu¶ hç trî vò khÝ %s +%d%%
LOC_SM_REMOVE_MOVEABLE	Hñy bá di chuyÓn
LOC_SM_DEC_INJURY_TIME	Thêi gian phôc håi gi¶m %d%%
LOC_SM_REDMG_NEI_PER	Ph¶n ®ßn c«ng kÝch néi c«ng %d%%
LOC_SM_REDMG_WAI_PER	Ph¶n ®ßn c«ng kÝch ngo¹i c«ng %d%%
LOC_SM_REDMG_NEI_POINT	Ph¶n ®ßn c«ng kÝch néi c«ng %d ®iÓm
LOC_SM_REDMG_WAI_POINT	Ph¶n ®ßn c«ng kÝch ngo¹i c«ng %d ®iÓm
LOC_SM_DEC_BREAK_SKILL	Gi¶m x¸c suÊt bÞ dõng chiªu %d%%
LOC_SM_DEC_EFFECT_STEALED	HiÖu qu¶ kü n¨ng ®¸nh c¾p gi¶m %d cÊp
LOC_SM_REATTACK	%d%% x¸c suÊt ph¶n kÝch
LOC_SM_DMG_REATTACK	Lùc ph¶n kÝch %d
LOC_SM_CANNOT_USE_SKILL	Kh«ng thÓ thi triÓn vâ c«ng nµy
LOC_SM_NO_STEALHP	Vâ c«ng lµm gi¶m hÊp thô sinh lùc
LOC_SM_NO_STEALMP	Vâ c«ng lµm gi¶m hÊp thô néi lùc
LOC_SM_CONSTDMG_PER	%d%% S¸t th­¬ng æn ®Þnh
LOC_SM_LET_ESCAPE	¶nh h­ëng t©m trÝ, b¾t ®Çu rêi khái
LOC_SM_NO_RES_HP	ThÓ tr¹ng yÕu kÐm kh«ng thÓ håi phôc sinh lùc
LOC_SM_NO_RES_MP	ThÓ tr¹ng yÕu kÐm kh«ng thÓ håi phôc néi lùc
LOC_SM_NO_LOSS_DUR	TuyÖt kü gióp cho vò khÝ kh«ng bÞ mµi mßn
LOC_SM_RENEW_ANQI_10_SEC	Mçi 10 gi©y thªm vµo %d ¸m khÝ.
LOC_SM_USE_MP_10_SEC	Mçi 10 gi©y tiªu hao néi lùc %d ®iÓm.
LOC_SM_USE_HP_10_SEC	Mçi 10 gi©y tiªu hao sinh lùc %d ®iÓm.
LOC_SM_IGNORE_DODGE	%d%% bá qua nÐ tr¸nh ®èi ph­¬ng
LOC_SM_IGNORE_DEF	%d%% bá qua phßng ngù ®èi ph­¬ng
LOC_SM_RES_INJURY_NEI	Håi phôc néi th­¬ng %d ®iÓm
LOC_SM_RES_INJURY_WAI	Håi phôc ngo¹i th­¬ng %d ®iÓm
LOC_SM_MAX_DMG_PER	%d%% x¸c suÊt s¸t th­¬ng tèi ®a
LOC_SM_INS_HP	Sinh lùc +%d ®iÓm
LOC_SM_INS_MP	Néi lùc +%d ®iÓm
LOC_SM_INS_STR	Søc m¹nh t¨ng %d ®iÓm
LOC_SM_INS_ENERGY	Néi c«ng +%d ®iÓm
LOC_SM_INS_VIT	G©n cèt t¨ng %d ®iÓm
LOC_SM_INS_DEX	Th©n ph¸p t¨ng %d ®iÓm
LOC_SM_INS_OBS	Linh ho¹t t¨ng %d ®iÓm
LOC_SM_INS_ATTACK_BUFFTIME_PER	Thêi gian chñ ®éng hç trî tÊn c«ng +%d%%
LOC_SM_INS_DEF_BUFFTIME_PER	Thêi gian chñ ®éng hç trî phßng ngù -%d%%
LOC_SM_INS_DMG_2_GHOST	§èi víi hÖ ¢m, s¸t th­¬ng t¨ng %d ®iÓm
LOC_SM_INS_HIT_2_GHOST	§èi víi hÖ D­¬ng, chÝnh s¸t t¨ng %d ®iÓm
LOC_SM_151	
LOC_SM_152	
LOC_SM_153	
LOC_SM_154	
LOC_SM_155	
LOC_SM_156	
LOC_SM_157	
LOC_SM_158	
LOC_SM_159	
LOC_SM_160	
LOC_SM_161	
LOC_SM_162	
LOC_SM_163	
LOC_SM_164	
LOC_SM_165	
LOC_SM_166	
LOC_SM_167	
LOC_SM_168	
LOC_SM_169	
LOC_SM_170	
LOC_SM_171	
LOC_SM_172	
LOC_SM_173	
LOC_SM_174	
LOC_SM_175	
LOC_SM_176	
LOC_SM_177	
LOC_SM_178	
LOC_SM_179	
LOC_SM_180	
LOC_SM_181	
LOC_SM_FIND_TRAP_AREA	Ph¹m vi trinh s¸t c¹m bÉy %d
LOC_SM_FIND_TRAP	Dß bÉy: %s
LOC_SM_185	
LOC_SM_RANGE_DAMAGE_INCREASE	G©y s¸t th­¬ng tõ xa t¨ng %d 
LOC_SM_FAZHAO_INC	Tû lÖ ph¸t chiªu vâ c«ng t¨ng %d%%
LOC_SM_DEC_MP_BY_USE	Néi lùc sö dông gi¶m %d%%
LOC_SM_DEC_HP_BY_USE	Sinh lùc tiªu hao -%d%%
LOC_SM_190	
LOC_SM_191	
LOC_SM_192	
LOC_SM_PHYSICAL_DEFENCE_POINT_DEC	Ngo¹i phßng gi¶m %d 
LOC_SM_INS_STR_PER	Søc m¹nh +%d%%
LOC_SM_INS_VIT_PER	G©n cèt +%d%%
LOC_SM_INS_ENERGY_PER	Néi c«ng + %d%%
LOC_SM_196	
LOC_SM_INS_DEX_PER	Th©n ph¸p +%d%%
LOC_SM_198	
LOC_SM_199	
LOC_SM_200	
LOC_SM_201	
LOC_SM_202	
LOC_SM_203	
LOC_SM_204	
LOC_SM_205	
LOC_SM_206	
LOC_SM_207	
LOC_SM_IDENTIFY_MONSTER_LV	§¼ng cÊp qu¸i vËt: %d
LOC_SM_INS_EFFECT_ATTACK	HiÖu qu¶ hç trî tÊn c«ng t¨ng %d%%
LOC_SM_INS_EFFECT_DEF	HiÖu qu¶ vâ c«ng hç trî phßng ngù t¨ng %d%%
LOC_SM_POISON_POINT	Tróng ®éc: %d ®iÓm
LOC_SM_212	
LOC_SM_223	
LOC_SM_INS_ATTACK_WEAPON_PER	C«ng kÝch vò khÝ lo¹i %s +%d%%
LOC_SM_INS_ATTACK_WEAPON	C«ng kÝch vò khÝ lo¹i %s + %d
LOC_SM_DEC_TIME_QIN	Gi¶m thêi gian kÐo dµi vâ c«ng cÇm khÝ %.1 gi©y
LOC_SM_RES_HP_PER	Håi phôc sinh lùc t¨ng %d%%
LOC_SM_INS_PROBABILITY_ZHANG	Hç trî vò khÝ ThiÒn Tr­îng t¨ng %d%%
LOC_SM_BE_HIT_LOSS_HP_PER	Sinh lùc ®èi thñ tróng ®ßn bÞ gi¶m %d%%
LOC_SM_CURE_INJURY_NEI_LV	TrÞ liÖu néi th­¬ng cÊp %d
LOC_SM_CURE_INJURY_WAI_LV	TrÞ liÖu ngo¹i th­¬ng cÊp %d
LOC_SM_DOT_DEMON_1_SEC	§èi víi yªu ma, mçi gi©y s¸t th­¬ng %d%%
LOC_SM_INS_BUFFTIME_QIN	KÐo dµi thêi gian hiÖu qu¶ cÇm khÝ %d%%
LOC_SM_INS_DODGE_BY_OBS_PER	Linh ho¹t hç trî NÐ tr¸nh +%d%%
LOC_SM_225	
LOC_SM_DEC_DMG_BY_POISON	Gi¶m s¸t th­¬ng ®éc %d ®iÓm.
LOC_SM_227	
LOC_SM_228	
LOC_SM_229	
LOC_SM_230	
LOC_SM_231	
LOC_SM_232	
LOC_SM_233	
LOC_SM_234	
LOC_SM_235	
LOC_SM_236	
LOC_SM_MABI_IMMU	MiÔn dÞch tª liÖt
LOC_SM_XUANYUN_IMMU	MiÔn dÞch cho¸ng
LOC_SM_DINGSHEN_IMMU	MiÔn dÞch ®Þnh th©n
LOC_SM_HUNLUAN_IMMU	MiÔn dÞch hçn lo¹n
LOC_SM_HUNSHUI_IMMU	MiÔn dÞch mª man
LOC_SM_CHIHUAN_IMMU	MiÔn dÞch lµm chËm 
LOC_SM_JIANSU_IMMU	MiÔn dÞch gi¶m tèc
LOC_SM_JIDAO_IMMU	MiÔn dÞch ®¸nh ng·
LOC_SM_JITUI_IMMU	MiÔn dÞch ®Èy lui















LOC_SM_DISPEAR	NÐ tÊt c¶ kü n¨ng


















































LOC_SM_INS_ALL_STATUS	T¨ng tÊt c¶ thuéc tÝnh t¨ng %d ®iÓm.














































LOC_SM_JINENG_RANGE_ADD	Ph¹m vi hiÖu qu¶: + %d%%
LOC_SM_JINENG_INTERVAL_IGN	Liªn tôc xuÊt chiªu


















































LOC_SM_LIFE_PERCENT_ADD	Phôc håi sinh lùc %d%%
LOC_SM_NEILI_PERCENT_ADD	Phôc håi néi lùc %d%%








































LOC_SM_CLEAR_SKILL_INTERVAL	Liªn tôc xuÊt chiªu
LOC_SERIES_NONE	Ch­a
LOC_SERIES_GOLD	 Kim 
LOC_SERIES_WOOD	Méc
LOC_SERIES_WATER	Thñy
LOC_SERIES_FIRE	Háa
LOC_SERIES_EARTH	Thæ
LOC_SERIES_GHOST	¢m
LOC_SERIES_BY_WEAPON	Phô thuécVò khÝ
LOC_FACTION_NONE	
LOC_FACTION_SL	ThiÕu L©m
LOC_FACTION_WD	Vâ §ang
LOC_FACTION_EM	Nga My
LOC_FACTION_GB	C¸i Bang
LOC_FACTION_TM	§­êng M«n
LOC_FACTION_YM	D­¬ng M«n
LOC_FACTION_WUDU	Ngò §éc
LOC_FACTION_KUNLUN	C«n L«n
LOC_FACTION_MINGJIAO	Minh gi¸o
LOC_FACTION_CUIYAN	Thóy Yªn
LOC_ED_NONE	Ch­a
LOC_ED_KAN	Kh¶m
LOC_ED_KUN	Kh«n
LOC_ED_ZHEN	ChÊn
LOC_ED_XUN	Tèn
LOC_ED_CENTER	Cùc
LOC_ED_QIAN	Cµn
LOC_ED_DUI	§oµi
LOC_ED_GEN	CÊn
LOC_ED_LI	Ly
LOC_ED_TIAN	Thiªn
LOC_ED_DI	cña 
LOC_ITEM_PART_HEAD	M·o
LOC_ITEM_PART_CLOTH	Y phôc
LOC_ITEM_PART_WEAPON	Vò khÝ
LOC_ITEM_PART_SHOES	H¹ y
LOC_GATHER_1	Thu thËp 1
LOC_GATHER_2	Thu thËp 2
LOC_COMPOSE_JH	Giang hå
LOC_COMPOSE_CHANG	ChÕ t¹o vò khÝ dµi
LOC_COMPOSE_DUAN	ChÕ t¹o vò khÝ ng¾n
LOC_COMPOSE_QIMEN	ChÕ t¹o kú m«n binh khÝ
LOC_COMPOSE_ZHI	Thªu thïa
LOC_COMPOSE_DAN	LuyÖn thuèc
LOC_COMPOSE_COOK	NÊu n­íng
LOC_COMPOSE_FU	LuyÖn bïa
LOC_BODY_MALE_STANDARD	Nam tiªu chuÈn
LOC_BODY_MALE_STRONG	Nam kh«i ng«
LOC_BODY_FEMALE_SEXY	N÷ gîi c¶m
LOC_BODY_FEMALE_STANDARD	KiÒu n÷
LOC_SS_01	Phi ph¸p
LOC_SS_02	Ch­a ph©n phèi
LOC_SS_03	§ang kiÕn t¹o
LOC_SS_04	§ang bu«n b¸n
LOC_SS_05	§ãng
LOC_SS_06	Bµy b¸n
LOC_SS_07	§ãng l¹i
LOC_SST_01	Cöa hiÖu ®å cæ
LOC_SST_02	TÊt c¶ c¸c lo¹i
LOC_SST_03	Phßng thñ
LOC_SST_04	Sinh ho¹t
LOC_SST_05	Thu thËp
LOC_SST_06	Kh¸c
LOC_LST_01	Kü nghÖ giang hå
LOC_LST_02	ChÕ t¹o
LOC_LST_03	Thu thËp
LOC_CS_01	Kü nghÖ giang hå
LOC_CS_02	ChÕ t¹o vò khÝ dµi
LOC_CS_03	ChÕ t¹o vò khÝ ng¾n
LOC_CS_04	ChÕ t¹o kú m«n binh khÝ
LOC_CS_05	Thªu thïa
LOC_CS_06	LuyÖn ®¬n
LOC_CS_07	NÊu n­íng
LOC_CS_08	LuyÖn bïa
LOC_GS_01	§èn c©y
LOC_GS_02	Thuéc da
LOC_GS_03	Canh t¸c
LOC_GS_04	H¸i thuèc
LOC_GS_05	Khai kho¸ng
LOC_GS_06	KÐo t¬
LOC_SSP_01	Cho¸ng
LOC_SSP_02	Hçn lo¹n
LOC_SSP_03	Ngñ
LOC_SSP_04	Tª liÖt
LOC_SSP_05	§Þnh th©n
LOC_SSP_06	Tróng ®éc
LOC_SSP_07	Gi¶m tèc
